DISTRICT,ST_NM,ST_CEN_CD,DT_CEN_CD,censuscode,_sum,_sum_1,_sum_2,_sum_3,_sum_4,_sum_5,_sum_6,_sum_7,_sum_8,_sum_9,_sum_10,_sum_11,_sum,_sum_1,_sum_2,_sum_3,_sum_4,_sum_5,_sum_6,_sum_7,_sum_8,_sum_9,_sum_10,_sum_11
Dhaulpur,Rajasthan,8,8,106,8274.110005,14094.93999,14220.80999,15033.79997,13691.74999,11766.49998,11288.88998,9430.189971,11101.34997,12559.09999,10988.38999,13828.40998,10577.04999,10871.39,13737.77,15450.71998,15249.22997,10614.86998,8285.309997,9373.94999,8792.289989,14047.45999,12169.51,9363.359991
Dhemaji,Assam,18,9,308,1061.309999,5542.660001,5339.029999,5437.669999,5019.450001,10456.01998,898.0999953,4836.2,4950.75999,6503.399994,5981.109997,7337.939971,3754.070002,3959.229999,4726.960001,5134.01,5955.089995,4959.950002,1927.84,3328.200001,4386.140001,5358.200005,4638.640001,2921.97
Dhenkanal,Odisha,21,14,383,13760.63999,19614.09999,22535.40997,23602.65999,21067.50998,15189.16998,8545.819989,10491.20998,4336.699992,20221.77999,20577.26997,22952.57999,17859.24,20686.88999,20791.23999,20257.36,21815.88999,20208.16998,10181.32998,13915.99999,15609.72999,22234.29997,16918.25999,16341.49996
Dhubri,Assam,18,2,301,6203.279994,9681.97999,11094.16999,9626.749992,6785.559993,5846.009992,741.4399991,4028.039993,6400.509988,7784.889997,9215.469997,11452.18999,8255.009991,7916.599993,8365.49999,8379.059988,6011.699992,6216.909992,3306.329997,4746.759994,5832.719995,8776.849992,8802.549995,7592.999997
Dhule,Maharashtra,27,2,498,17653.80999,29011.85995,28689.14994,31674.12995,28759.82996,23136.63995,23002.88997,19890.95997,17875.49998,25974.27994,23160.91,30271.42994,19876.35,21682.71999,26091.22,26578.11999,26807.65997,24242.64998,2684.729997,9958.879991,10719.39999,24610.46997,19454.10999,17994.40999
Dibang Valley,Arunanchal Pradesh,12,13,257,362.5999986,11670.73004,10151.53002,15809.84997,12968.75002,12317.43001,6219.810002,10228.12002,13147.20003,10850.74002,8693.750009,13548.04005,5896.91,5858.120004,10648.36002,9663.960013,11397.19001,12501.95004,7004.630005,4195.46,11327.92001,12388.11004,12923.26002,4513.970001
Dibrugarh,Assam,18,11,310,21996.2,24066.59,25395.30003,23423.67998,19040.67998,33202.34,4086.129997,18659.27,13857.85001,23128.39997,27654.78001,29395.34999,22932.60998,25644.60001,22060.65001,25294.00999,20289.01997,20739.28997,10448.12998,19971.21,21553.99998,24276.47997,25783.54004,22883.72001
Dindigul,Tamil Nadu,33,11,612,17572.89998,27737.69999,26185.91998,27025.66997,24359.62998,25546.66998,16680.78999,23755.55996,24978.30999,24713.69998,22286.11998,30171.68998,18561.39,19725.24998,28438.79997,28108.78998,26446.79998,26699.14997,26756.54998,15122.09999,19314.02999,21860.75999,18625.12999,19158.41998
Dindori,Madhya Pradesh,23,36,453,4419.279996,12683.88,13213.98999,16346.91994,15146.87996,8631.640001,9300.529993,8725.58999,9453.32,12976.53999,12777.21,16526.12996,6941.059991,8923.840001,10759.28999,13554.61,15435.16998,11548.12,7928.250006,7904.890001,9025.43,13462.77999,8569.179998,6757.189995
Diu,Daman & Diu,25,1,494,867.5599984,835.7199972,839.260001,772.5700022,718.77,655.4399992,549.810001,343.24,390.4900007,539.0499997,614.180001,698.3899992,843.8699985,892.3999995,883.6300027,828.6700004,858.5900002,787.2299989,474.4499996,689.5300014,580.4399984,740.5300024,682.3800002,817.6200009
Doda,Jammu & Kashmir,1,16,16,3047.409999,5776.570004,5377.350003,5689.180003,6616.759999,7382.839989,5664.729995,5816.109996,6482.610001,7354.570005,6341.689996,7259.109978,4231.670001,3339.020001,5225.490006,5533.569996,5665.380001,5688.609999,5261.759997,4738.429998,5709.979996,7545.179986,5195.390003,4472.549996
Dohad,Gujarat,24,18,485,9488.789995,15600.29998,18505.74998,19326.12999,16880.11998,10306.69998,10249.66998,7739.469986,5789.839978,12602.22996,13560.17998,15736.98998,11463.32,12835.47999,17015.27999,21127.22998,19349.80999,15314.19997,5573.400001,6635.25,8748.859984,12892.72998,10200.03999,9352.929994
Dumka,Jharkhand,20,17,362,9580.409997,15311.99998,15934.15998,17028.08998,11869.50997,10308.99997,8338.339988,9663.459972,12483.30998,13373.40997,15587.30998,21012.77996,11112.58999,13294.14,12924.56999,10913.25998,12292.09998,11262.50998,7297.509999,9231.66,10118.97998,15251.46998,13265.57999,12218.15999
Dungarpur,Rajasthan,8,26,124,11616.35999,17203.87998,16478.05999,17060.09999,16715.73998,10929.26997,10900.30997,8458.009972,10891.38998,13335.51997,14073.52998,15206.88998,11900.38999,13286.50999,15275.88997,16140.07998,14560.87998,12463.62998,8843.289996,6360.280009,10283.92998,13316.49997,11382.65998,11219.08998
Durg,Chhattisgarh,22,10,409,45159.00997,63687.00996,54633.56998,54516.98998,54735.35996,26754.29995,34169.13997,22377.52998,43377.49996,52126.35997,63820.80997,70879.40002,51542.57998,55963.30998,53637.92,51561.26994,63826.97998,16168.25999,5202.429992,27206.1,7745.5,68749.53998,52233.93998,53953.17996
Dimapur,Nagaland,13,5,265,4027.560006,4993.609997,6437.42,5338.619996,4502.939999,4190.240003,52.46000023,3559.139997,4016.07999,4449.340001,8848.180013,5576.029993,5826.189989,5646.689999,4938.210004,4935.749995,4232.779995,4115.769991,1516.949999,3035.889997,3695.989999,4686.909996,5192.419999,8037.320004
East,NCT of Delhi,7,4,93,15301.73001,16623.95005,15695.96999,13257.74998,12982.21998,12716.67,11920.14003,11616.61002,12559.34,12640.27001,13897.08001,17517.31999,15858.99002,15811.20999,17661.28999,15679.77999,14032.75998,13784.25004,13425.76007,12259.21,13704.84999,17999.55003,14406.27998,11637.42999
East,Sikkim,11,4,244,2355.689998,3034.169996,3269.469996,3494.439995,2500.450001,2401.119996,1007.809999,2117.629999,2298.289994,2752.099999,3116.969995,3986.459998,2770.76,3035.419997,2852.980001,2915.899998,2797.47,2744.149999,1339.479998,1750.590001,2235.109999,3687.269999,3017.749994,2792.44
East Garo Hills,Meghalaya,17,2,294,524.4399997,4632.640012,6248.780007,8236.059977,7263.079994,6639.339995,985.4099982,5898.199997,6500.129995,8526.389987,9001.079989,9991.409979,7923.069999,7776.149994,9203.88999,8037.239998,6967.539992,7571.839995,4504.209999,4771.200001,6706.109999,8357.099987,7610.659995,7953.769998
East Godavari,Andhra Pradesh,28,14,545,37433.58998,54564.18997,59221.07996,57024.04996,52146.80998,50736.33002,38497.09997,9296.299999,39042.44996,43687.84999,54492.15,51540.96998,46823.12994,50192.68999,55723.69996,55909.42999,51921.52,45154.51998,29202.45,38646.34996,15651.01997,49836.01996,46946.33995,46634.36997
East Kameng,Arunanchal Pradesh,12,3,247,-375.3599996,9417.970029,7860.150005,10638.79999,8112.850013,9784.57003,3896.07,8523.070018,11210.28002,9580.590042,8145.410001,10373.12006,3514.479999,5461.780003,7718.630007,7743.380008,10092.43001,9113.520019,5570.860003,5094.110004,10494.85,9955.16004,7587.049999,2847.639999
East Khasi Hills,Meghalaya,17,6,298,5474.73,8451.020003,9850.330006,10751.88998,7552.579999,5499.129997,4486.229991,6250.66,7947.71,9624.229992,9895.950003,10756.38,8724.130003,9294.300001,8512.249997,8323.050008,8114.039993,7556.979998,5712.789997,6206.469993,6569.089994,10409.11999,8643.820001,7885.599988
East Nimar,Madhya Pradesh,23,49,466,10998.81999,21440.69998,23543.32997,26692.16992,22851.80996,9538.499979,17166.87999,16021.88999,18411.80994,23700.71998,19307.66999,25655.86995,13253.89998,17234.15,22410.4,26429.63998,23555.58997,18757.65999,202.5999998,11125.77,13877.57002,27962.29995,14883.78,12737.55
East Siang,Arunanchal Pradesh,12,7,251,-467.6400013,5674.300005,5279.070001,5289.500001,6165.840012,7782.209989,1219.490001,5669.050001,7687.569998,6724.650024,6114.420004,7534.720023,3170.080001,3366.610001,4670.840001,4781.429999,4737.140002,5505.190007,3579.389997,2874.880002,6424.749998,5820.370009,5307.09,4085.699994
Ernakulam,Kerala,32,8,595,28728.86997,31642.27998,27870.57,26071.99,24727.02002,23332.44997,1448.160004,22633.42,19637.16998,24474.25999,30081.84997,28669.67999,32118.05004,29674.47999,30091.36,28448.88,26784.57001,33935.76992,34699.05002,5964.920002,27504.26999,33249.79,27829.99997,32587.64
Erode,Tamil Nadu,33,9,610,21056.53998,30566.94001,29755.34,29961.63998,27811.31,29759.88998,17940.36999,16868.61998,30076.93998,23689.48998,24665.64998,33075.42997,21391.83998,23142.88999,29805.90001,28113.02999,29395.18999,30750.28999,29320.34999,9791.870002,22887.06999,25789.68999,21315.05999,21420.44999
Etah,Uttar Pradesh,9,70,201,10249.79999,17107.69999,14670.25999,16074.18999,14196,14473.88998,11972,11308.90999,12959.63999,15972.21,16963.38999,19551.99999,18315.26998,16204.41999,17607.81999,17899.57999,17130.44999,12462.79999,9526.199984,8647.119978,10961.29999,18104.76,17363.46999,14162.53999
Etawah,Uttar Pradesh,9,30,161,18770.01998,24812.10998,22545.87999,21071.21998,18979.44999,16694.02998,13964.95998,12866.74999,14798.97999,18989.43999,23590.84999,26411.40999,27587.95998,23868.6,25397.46998,25084.72001,23344.09999,17698.26999,11467.84,12206.85,11921.51,21883.19999,24261.92999,21183.75001
Faizabad,Uttar Pradesh,9,46,177,16089.79,23110.24,20690.15998,19580.77001,18249.43999,14435.58998,15296.67998,15109.68999,15735.10998,18054.87999,20782.48999,26157.7,21052.51,21721.54,25931.4,21604.58,22655.72999,18343.14999,14270.13999,13676.56,12641.06998,20858.44,22868.51998,19365.59999
Faridabad,Haryana,6,20,88,35016.88003,45953.60001,37153.88999,34724.82,30859.25002,28334.19001,28467.86003,28118.95001,31598.51002,35068.53001,41363.02004,47124.51998,40007.87002,39553.85996,39840.03997,38034.00999,33261.50002,30363.07002,32659.66,29898.27001,34435.52998,45881.23,37298.12002,36549.43
Faridkot,Punjab,3,11,45,8424.539993,11055.81,10561.30999,11059.83999,9926.329993,8792.369987,9031.229998,10180.45,10202.24,11705.55999,9608.759997,11264.19999,8391.889992,8973.099989,8729.079984,10558.09,9562.569991,7780.049991,8553.42,9101.849997,10306.64999,13727.54,10403.20001,8936.709994
Farrukhabad,Uttar Pradesh,9,28,159,8894.389999,12517.55999,11797.13,11934.50999,11079.56999,10930.66999,9085.549987,9289.289983,10336.01999,11978.78999,11952.12999,15748.68999,12326.10999,11489.09998,12721.89,12667.00999,12975.89999,9176.469992,8251.829994,7647.429994,8226.149987,12948.21,11920.64999,9359.479994
Fatehabad,Haryana,6,10,78,11622.75999,17122.79999,15239.78999,15920.76999,13539.62,12030.17,12353.46999,13549.73998,14507.82,17073.68999,16721.72,18638.13,12828.63999,14528.38999,14105.25997,14852.38,15843.13998,11461.01999,11737.73999,11868.65998,13330.08999,16374.76999,15812.07998,13675.73
Fatehgarh Sahib,Punjab,3,6,40,9478.369994,11899.50999,10239.32,9678.300001,9627.799998,9392.360001,8684.159995,8631.459994,9323.059997,11504.37,10547.97001,13434.86,9978.87,9400.69,9892.82,10479.42,9200.130002,8072.579991,8367.339995,8300.799988,8315.45999,12376.2,12087.49001,8900.05
Fatehpur,Uttar Pradesh,9,41,172,16279.49999,28358.24998,24359.54999,24529.12999,21559.54999,17208.91999,16090.76998,15798.15997,16066.30996,22833.86999,26697.97999,29795.64999,23189.15998,21493.85998,26885.35999,24931.79999,26980.10999,20609.61999,13796.25998,11184.79999,14993.93996,22876.58999,22710.16998,20721.85998
Firozabad,Uttar Pradesh,9,16,147,18975.50999,26748.92001,22329.29999,22645.47999,20540.87001,18804.6,17783.05999,15430.40999,17083.87999,21834.96,25143.41999,28615.75,27875.16999,24954.38,26373.81998,27901.68999,25737.57001,19143.49999,15578.47998,13802.44999,13094.90999,27052.68,24752.83997,21164.6
Firozpur,Punjab,3,9,43,32014.83998,41006.53,38144.15996,39324.18998,34639.03996,29081.69997,28949.03998,33165.86996,34653.51996,43222.34998,35177.19997,42102.07998,33010.99999,35021.09,34323.96996,38220.10999,36458.42998,27283.38998,27991.02996,29772.97998,35680.57997,48292.90001,40080.01998,33297.13999
Gadag,Karnataka,29,7,561,10582.18999,16737.46001,17981.27996,18656.80995,16750.74997,17195.96998,15475.79999,10722.40997,12784.18997,13877.09998,16904.39,18616.66997,11378.86999,13324.01002,15897.84,14891.92999,15936.33998,13844.37,10318.60999,10763.88,9976.659993,16873.28002,13189.77999,11677.70999
Gajapati,Odisha,21,20,389,2050.369998,8029.660005,8678.280004,11303.36996,9785.339977,7349.41,7435.760001,4014.060003,9037.289981,7958.120006,7694.809998,9112.73,3722.76,6166.169996,6773.040001,8181.590008,7879.370006,7540.330005,788.7399998,3250.190001,2724.759994,7136.740006,5847.010002,4177.799998
Ganderbal,Jammu & Kashmir,1,11,11,1456.599999,2476.559995,2014.910009,2265.270004,2607.339995,17.84000006,2219.360004,2350.950006,2433.140006,2549.160008,3275.639982,3562.949986,2274.790006,1785.720004,2470.179994,2090.840007,2158.330009,1888.389998,2242.050003,1692.659999,1871.34,2900.369986,2689.519993,2171.020008
Gandhinagar,Gujarat,24,6,473,36786.84999,41229.65997,38545.99,35525.15998,35389.08003,32762.35996,29488.33999,24561.69998,25304.43999,33938.97003,35214.58,37196.08001,34726.53,37675.91002,38472.49002,38075.73999,35151.46999,32899.40999,28108.18999,16740.73,25505.31998,33209.7,31607.62,32786.35999
Ganganagar,Rajasthan,8,1,99,27795.26,41975.87994,38653.14997,40797.1999,39744.1199,34668.44995,33904.98997,34910.89997,42587.70987,43762.84992,42520.62995,48998.4499,30687.10999,34881.05,36582.09001,39378.99996,36631.96998,33438.59001,30063.59,28097.08,36708.25997,47646.72993,39248.28999,30691.71998
Ganjam,Odisha,21,19,388,18601.53999,33684.64999,33416.78,36354.32994,35601.83997,26621.05997,26929.98999,13012.23999,27637.09995,29216.74997,31379.89997,34232.62997,21012.73999,28337.58999,29841.93997,30996.57998,30279.43998,29102.30997,11952,18042.56,14903.72,29912.23998,25014.02998,21718.00999
Garhchiroli,Maharashtra,27,12,508,6394.489995,26079.20999,30870.12003,38557.28986,34019.63997,9573.609997,16561.83998,19609.02995,22243.89999,26106.84001,25564.10998,34021.77001,9612.829985,17579.19001,32430.37,36201.34001,27520.29002,14434.19003,131.46,21106.84999,3870.129999,25004.47001,17477.07,12477.10999
Garhwa,Jharkhand,20,1,346,2643.529998,8373.46001,9039.920008,10629.56996,9152.319995,6207.569993,7406.340006,7553.579999,8727.949987,10691.46999,11671.6,13536.72998,4094.35,5318.300003,7334.859998,8816.37001,9930.809993,7377.980006,5409.190001,4813.799999,7019.200005,9469.999998,7100.289999,5112.409998
Garhwal,Uttarakhand,5,6,61,7057.709998,13933.18001,13149.37003,15163.47997,16823.14997,14377.76998,13614.06999,12140.85999,14084.89997,16312.32999,16618.58999,19678.20995,9228.049998,9605.79,12035.21001,13331.63,22885.77999,14551.74,9406.930004,12746.48999,11942.65001,17948.75997,13881.97,9414.060004
Gautam Buddha Nagar,Uttar Pradesh,9,10,141,74915.53002,91035.37999,79485.80999,70259.87002,63886.55,62111.31014,60309.62,60912.06999,69606.58999,75585.66003,88106.13001,96613.55994,85315.54995,83495.48004,87151.11003,81200.8,71687.19999,68010.22002,66530.41997,65727.19998,72207.41997,87548.98001,75427.67992,69005.6
Gaya,Bihar,10,34,236,33201.06,43596.54,41743.03995,42998.31998,37070.15997,26495.03001,24641.17997,30030.00998,23642.66999,32400.29997,44716.75999,64449.26,37926.15998,37691.71999,37855.57,37342.7,39917.04999,37534.89996,21835.80997,22436.61998,24430.95997,45836.99998,43898.98997,38032.76
Ghaziabad,Uttar Pradesh,9,9,140,47443.32998,60560.68003,52039.30001,48978.26998,44067.42,41623.34,40617.91,41847.61001,46232.18998,49860.93999,56590.00999,70390.56998,52996.06,55202.5,59173.77998,54622.58003,48122.5,43809.13996,40552.51001,42278.61,47145.37001,63590.38003,51970.96997,48679.92001
Ghazipur,Uttar Pradesh,9,64,195,21870.67999,31413.47999,28896.59999,28695.33998,25570.73,11665.44999,15003.91999,19260.98998,21148.99998,21423.90999,26504.86999,34953,27578.57999,28703.06,29511.26999,28322.02999,32930.24999,30405.65998,19137.61999,15826.88999,16496.75999,23617.41998,28209.57998,26228.38999
Giridih,Jharkhand,20,4,349,15556.46999,23259.26999,22858.23998,23604.68998,19554.99997,13650.11999,14246.99999,16901.29998,13851.48997,19270.28997,24414.05999,32969.70998,17976.65999,20957.99999,19179.98998,16111.52997,19261.40997,17607.51997,9741.789998,10887.94,13909.27998,24414.75998,21314.92997,19106.05999
Goalpara,Assam,18,3,302,5991.529995,8811.829994,9597.009994,9006.439991,6232.199992,5387.059992,1566.849997,3957.679995,6425.69999,7709.299993,9316.879996,10245.29999,8602.229993,8181.109988,8296.329988,7828.48999,5784.47999,6469.029992,2320.089999,4368.589994,5326.569997,8038.019994,7850.989994,7369.379994
Godda,Jharkhand,20,6,351,10732.02999,13431.81,14602.97998,13418.70998,10834.32999,9028.809992,5132.54999,9742.369997,10524.79998,11448.04999,13808.77999,19559.24,9746.779997,11078.27,10503.70999,8308.639996,9224.22,9037.969998,5793.849993,6461.270003,7410.839996,13072.75999,11889.42999,11424.01
Golaghat,Assam,18,14,313,17912.14,21885.95003,22304.87001,20635.12996,16736.28997,13423.20999,2273.039999,14306.56998,14972.97996,18152.94999,22620.57995,22039.21999,20098.55006,20582.96997,18523.71001,18514.66999,16664.31999,14693.42995,8448.489995,15121.10999,17687.80996,20158.53,21043.29998,21288.59999
Gonda,Uttar Pradesh,9,52,183,19210.44999,27495.89999,24445.00999,25159.00998,21609.72999,20135.52999,19323.64997,19629.87999,18786.19999,23029.02998,24219.99998,33375.18997,25553.83999,24700.40998,28286.84997,25670.01999,28864.71998,22520.27998,14601.64998,14990.72997,15702.51998,26858.68999,27596.81998,23975.12998
Gondiya,Maharashtra,27,11,507,8314.629994,16672.16999,16982.74998,18854.93995,18512.38997,4956.529994,12100.28999,9571.769985,12386.49998,15868.19998,16146.33999,19629.87997,10565.79,13155.37,15899.86997,16792.67999,18740.36998,12840.17998,2184.120002,8375.36,1998.210001,19302.68998,12361.54999,10643.26
Gopalganj,Bihar,10,15,217,14731.34999,20036.45,18192.35998,19453.07998,15832.16999,13353.06999,7322.509993,11581.24999,16848.58999,13647.46999,17504.14999,26413.50999,17530.90999,19049.37999,18484.76999,15912.27999,17892.13999,18062.25998,15098.79,10564.31999,12992.34998,16742.09,19206.46999,17488.07999
Gorakhpur,Uttar Pradesh,9,57,188,32014.67996,42343.96,38293.54998,36692.08999,34554.29001,24492.44999,26957.22001,27104.93,32702.37001,32870.91998,38383.02,58607.19001,38301.63997,40349.51,42627.99002,44141.54003,56810.45998,39977.03999,27878.86999,26864.51998,23554.27996,41832.57995,42757.67001,36608.93996
Gulbarga,Karnataka,29,25,579,30951.42997,49612.70996,49309.7999,47042.80988,43621.23993,46367.17992,33952.52998,10286.15997,32925.13994,33708.16997,46150.40001,49479.11989,38185.38002,41751.86002,46532.02999,43416.48996,43452.43996,37898.21998,34235.52996,40292.31997,19167.14999,44061.77999,35969.17999,34033.01999
Gumla,Jharkhand,20,21,366,4351.079997,10267.56,11064.38001,14794.88994,12335.27997,10025.32001,8246.04,5877.28,3511.939995,10284.55002,11252.23,13061.21999,5635.410005,7236.09,9119.759998,12304.95001,10938.13001,8690.990009,7195.060006,6152.700002,8771.470013,11609.49999,8176.15,5864.159997
Guna,Madhya Pradesh,23,41,458,19469.06,30635.50997,28265.54995,52986.42001,30463.08997,16331.11998,25898.43998,19315.81995,16324.81997,28176.72997,30312.56997,33651.94995,26836.16,25443.96997,28686.87996,36789.21996,40081.29999,27326.89996,16520.47,16333.52997,19153.65997,28783.82995,23646.16998,23225.91999
Guntur,Andhra Pradesh,28,17,548,47175.37001,66894.54997,66037.95996,64414.09995,57559.50996,59837.50993,22697.05999,187.6300001,46167.09997,49605.54995,61456.02996,56995.13995,53367.95999,54473.19,67326.34993,59963.20997,60228.30996,59000.07996,20151.15997,56003.03996,21485.85999,54138.89996,51038.30998,58649.47996
Gurdaspur,Punjab,3,1,35,22581.37999,28885.56,27159.10997,25867.78998,26262.62999,22988.17,21396.76998,22355.74999,24413.63999,32873.10999,24620.48999,31984.76,25256.88999,24388.13998,25720.52999,27060.55998,27644.81998,21782.40998,19249.58998,20290.02998,21255.89998,33461.34999,28417.17,25820.31997
Gurgaon,Haryana,6,18,86,54044.50002,66715.35001,54967.64995,51617.92001,47230.25002,45513,45627.74997,44234.38998,50347.72999,54266.12999,60471.18997,67912.49001,56864.69997,58504.94002,60914.67999,58423.10001,51900.22007,49130.93,52935.28,45185.01,50179.39,63581.92004,52889.58998,53248.55999
Gwalior,Madhya Pradesh,23,4,421,37502.66002,52062.44,42266.43996,41416.21998,38656.26997,32282.75998,32788,23514.54997,31614.21997,38162.06996,49570.76999,53745.96998,45840.81,43942.13997,47031.91,44843.60996,57140.77995,33333.78997,25807.65,22067.95999,28080.74997,45074.79995,45002.50997,40239
Hailakandi,Assam,18,19,318,1873.609997,3788.109999,4275.079997,4485.249993,3467.219993,2489.150001,950.8000009,2371.219996,3438.709991,3282.159996,3976.95,4384.569998,3252.09,3432.659999,3455.699997,2989.009999,2790.659997,3125.079998,678.6999987,2029.41,2126.339997,3911.979998,3150.9,2642.689997
Hamirpur,Himachal Pradesh,2,6,28,2141.619999,3953.959989,3537.069992,3382.319991,3963.429988,3755.019988,3117.299989,3134.919987,3311.269986,3887.739988,3599.229987,4705.039995,2860.110001,2850.979996,3560.529993,3655.559991,4459.869989,4064.599994,2693.029996,2730.019996,2887.439996,4487.939993,3730.899989,2773.419998
Hamirpur,Uttar Pradesh,9,37,168,9960.689998,16886.51997,15949.90997,17929.84998,16984.89996,14397.42997,12063.50998,12709.74996,11666.77998,14234.04996,18234.04996,20664.68999,15696.30999,14684.18999,15884.88997,17160.60996,20352.08996,15350.68998,9302.130001,9104.740002,11825.71997,15432.97996,15265.85997,13429.94999
Hanumangarh,Rajasthan,8,2,100,18549.91001,32648.94997,29704.87999,31861.23993,29969.46997,27073.49999,26728.16999,27458.82,33532.24991,32405.46996,31351.65997,37196.21988,19573.76001,24004.76,27389.67002,28250.37999,29768.24999,25111.70003,22694.99001,23768.39,28814.98,34515.12993,28018.11999,19875.41
Haora,West Bengal,19,15,341,26676.65,28104.12998,28583.55999,25877.04004,20263.09998,21690.12999,19692.66999,10768.54,7770.050001,26421.29,25742.74,38796.88002,28445.96998,31676.32996,27979.12001,27912.21998,27731.43997,25111.94,20352.74996,23045.48,17398.18,42589.83999,25167.48,26629.50999
Harda,Madhya Pradesh,23,31,448,5959.859998,10993.33998,25723.70997,21918.08999,13270.01999,6688.899988,7762.249995,7514.949983,8707.699974,10199.60999,9913.429986,12933.81999,7673.869993,8863.439995,14993.52997,44360.00992,16027.92995,9976.519999,1308.669999,6516.349992,3927.440006,10944.91998,7790.999991,7185.499998
Hardoi,Uttar Pradesh,9,24,155,20552.41999,31791.15998,29198.09996,28688.73998,26446.71998,26095.47998,21664.87995,21103.73995,22641.18995,27999.11997,28896.90995,36395.75998,25856.81998,25576.06996,31720.53999,29025.47997,33105.86998,24455.50995,18439.32998,16398.46999,18053.30995,30859.68998,29162.87996,24460.71997
Hardwar,Uttarakhand,5,13,68,23887.73999,30004.80997,27633.36998,27919.32999,25559.07001,22221.04999,21903.89,20624.55997,21854.62999,27865.14999,28621.95999,36442.73,29721.92999,26843.42001,31962.89999,30879.23002,25761.59999,25568.83,21694.53,21740.72997,22259.76999,34355.21999,33062.66003,29078.36001
Hassan,Karnataka,29,20,574,24386.35998,35129.15997,34977.70998,32689.65998,23670.66,29158.21997,21436.65998,13128.30999,28281.95997,28297.34997,33235.31998,37182.68,24616.8,24903.63999,31062.85997,28370.39998,28783.00994,30720.31996,25716.83999,20529.14997,18737.62999,25308.59998,26807.41998,25383.09999
Mahamaya Nagar,Uttar Pradesh,9,13,144,12124.67,15994.77,13698.05999,14931.93999,13364.61999,13373.99,11145.84001,10240.09999,11730.42999,13678.07,15191.15,16634.11,20054.33999,17392.99,17803.99998,17412.54999,16216.6,12890.14999,9926.969987,9533.959994,10776.68999,17403.76998,16048.36999,15003.02
Haveri,Karnataka,29,10,564,14048.48,20862.85997,21428.72996,21514.22997,17555.37996,18422.80997,9715.25998,11897.65998,11185.82999,16287.41998,21431.71998,23056.90997,15098.77001,16679.20998,19323.68999,17518.43997,19353.33997,19749.65998,12404.44997,13010.08,9887.920007,17970.11998,16135.32999,15785.84
Hazaribagh,Jharkhand,20,15,360,17370.24,23615.12999,25024.65998,25407.47999,21329.04999,8844.439999,16303.8,17490.81998,4889.089997,20263.06998,26675.46998,30261.74998,19777.06999,21409.5,22285.92998,19419.16998,21762.50997,18736.61998,10581.15999,15388.76,13329.65999,22557.85999,21729.14999,19500.01998
Hingoli,Maharashtra,27,16,512,11718.07,21475.14998,21076.60998,24693.23998,20451.56996,2043.949996,14016.42998,11319.09999,11646.59998,13634.46997,17895.72996,19099.52996,14661.49999,17813.76998,20311.11998,20551.47997,19379.26998,16286.85999,217.7299993,11337.19999,2803.659996,15625.86997,12280.7,11493.65999
Hisar,Haryana,6,12,80,24360.82998,33683.53998,31258.20998,30440.68999,27327.79997,24298.41999,23548.08996,25872.87997,28411.12997,33302.38998,32926.03997,36045.07002,24402.57,27812.84998,27928.31997,29397.61999,27205.51997,21371.49999,22479.40997,20163.53997,25257.49998,34509.99998,29661.38999,27312.8
Hoshangabad,Madhya Pradesh,23,32,449,12222.16999,23479.67998,24584.18998,66183.78998,25267.64999,13137.26999,17777.11998,13357.45997,7876.669981,25584.05999,20893.27998,29130.2,17477.11999,20000.48,23944.44998,87302.62007,28345.02001,22347.90999,3100.690001,16799.56998,10566.24999,27620.40998,18796.13999,16131.81998
Hoshiarpur,Punjab,3,4,38,14049.83999,19266.17,17786.11998,16508.68999,17974.27999,15324.01999,15295.03999,15406.01999,16963.23999,19854.95998,16860.54998,21526.07999,16006.44999,15339.60999,16318.71998,18072.27998,21213.89,14099.81999,14107.03998,13951.30998,14166.17999,23102.79999,18254.41999,15649.2
Hugli,West Bengal,19,12,338,27115.51997,29670.88999,30071.21,30581.91999,24972.01999,23820.18998,21648.45001,17709.44999,17.87000006,28804.54999,27592.69996,41839.81999,27313.07997,35678.73,28942.69,29206.22998,29863.93998,28898.88998,22956.05999,23903.68999,20034.47999,44239.02002,27620.76,26253.13
Hyderabad,Andhra Pradesh,28,5,536,44612.35996,48886.98999,42152.39,33586.96003,34111.54003,37554.42,37948.25005,12346.14002,34992.40003,30161.03002,43809.15001,43231.26999,47714.61998,45198.5699,46402.54998,40494.86004,43760.35005,44777.51989,0,39083.49997,0,44062.02993,44670.65003,41060.68002
Idukki,Kerala,32,9,596,5521.16,12163.66,11318.05999,11609.64998,9936.609989,5353.589996,1571.920002,13869.43998,9580.279979,9766.399995,9831.549996,12140.22998,4765.629997,7043.869997,10769.57,10380.54,9906.909993,11481.58997,11039.52998,3262.800004,7321.39,8279.76,7031.810002,7024.189997
Imphal East,Manipur,14,7,278,7444.29,8312.879987,8992.589992,8199.759993,6811.949997,2164.909995,39.35999998,5583.260003,4930.849998,7070.669996,9320.939996,8824.02,8214.280007,9100.939994,7782.660001,8463.890003,8133.929995,7143.719994,3982.109997,6062.359999,4504.109993,6988.829996,8428.729986,8880.349992
Imphal West,Manipur,14,6,277,219.9999995,654.0600007,681.070001,834.3899969,654.6600005,465.2000008,8.040000036,490.5399995,471.09,599.5500015,614.1699988,759.0400004,416.7700005,500.309999,585.9899995,608.1500009,511.0400005,579.26,185.8199995,397.1099999,397.9699997,656.0399997,517.1399996,371.9400002
