DISTRICT,ST_NM,ST_CEN_CD,DT_CEN_CD,censuscode,_sum,_sum_1,_sum_2,_sum_3,_sum_4,_sum_5,_sum_6,_sum_7,_sum_8,_sum_9,_sum_10,_sum_11,_sum,_sum_1,_sum_2,_sum_3,_sum_4,_sum_5,_sum_6,_sum_7,_sum_8,_sum_9,_sum_10,_sum_11
Ri Bhoi,Meghalaya,17,5,297,3654.259998,6931.909998,11305.40998,8524.759992,6323.249998,5176.259999,3169.949998,5796.37,6620.379997,6944.389997,6984.290004,7911.069996,5351.549999,6148.399999,7670.489999,6891.689999,6355.330001,6293.009996,4754.479998,3855.449996,5875.139995,7591.009991,6302.36,5169.919998
Rohtak,Haryana,6,14,82,14290.45002,18822.75997,16904.20999,18830.58,16179.03999,14988.95998,15312.86,16492.42999,16855.25,19611.03,20311.53998,22665.10999,17478.09,17446.84001,18278.12,19500.69998,18811.3,14417.57001,16591.55001,13603.49999,16382.68998,20834.66998,15013.76999,15292.69
Rohtas,Bihar,10,32,234,18264.64999,28344.87,26263.82999,28249.07998,23621.57001,9672.429987,16932.94999,20756.51998,20582.67,21773.69,28436.33,35833.25998,22124.95999,22812.58999,24335.72998,34982.75998,36316.36997,23212.52999,17380.78998,13619.34999,16158.44999,23903.33998,24828.34999,21381.94998
Rudraprayag,Uttarakhand,5,3,58,2283.659999,4507.100003,4331.340001,4701.2,5132.459994,4640.909995,4546.229991,3653.869997,4281.870003,4890.690006,5674.890003,5795.019993,3167.449997,3415.319996,4079.560004,3894.699999,5523.629999,4233.139998,3359.010001,2013.39,3671.959999,5589.459994,4563.700001,3125.390001
Rupnagar,Punjab,3,17,51,10106.62999,12904.75,11568.54999,10448.68999,10964.14001,9798.890001,8848.950008,8402.809998,9745.339991,12574.61,11142.69,14248.66001,10590.96,10096.64999,11330.52999,11893.54999,10304.53999,9031.779995,8482.530003,9350.289998,8628.749995,13789.43,12915.88,10742.73
Sabar Kantha,Gujarat,24,5,472,24844.04999,35184.26997,34029.44997,33835.92996,32889.98995,25679.05997,23646.30997,17786.46995,25671.21995,31051.70995,31298.01996,32780.82996,24987.73999,29977.91999,32342.23995,34350.69996,30785.94996,26677.42995,20887.68998,16771.14999,21681.90998,30113.25997,24568.56996,23827.13998
Sagar,Madhya Pradesh,23,10,427,30083.06,49124.81997,46456.61993,66386.41994,44609.49993,33675.32996,42293.13996,23447.02996,20891.61998,42711.42995,43372.35994,52895.22995,49188.42,47816.78998,51981.84995,58700.90994,57896.00995,44344.45994,21950.62001,28317.54992,25941.50995,41874.54995,39063.33995,39862.09995
Saharanpur,Uttar Pradesh,9,1,132,24204.05001,33267.22999,31282.23999,31985.34,29041.75999,24995.53997,24606.60998,23075.59,25435.68001,31216.75998,30598.23,40540.06999,33169.13997,30431.25998,35467.20999,35737.78999,29025.44,26899.30999,22640.34999,23848.34001,24266.95,41282.97996,36036.39997,31646.17
Saharsa,Bihar,10,12,214,11124.03999,13857.73,13250.07999,12821.01999,11591.08999,9052.829986,6763.749999,9606.949992,7283.719992,10252.64,11771.08,19648.82001,10953.68,12367.17,13275.70999,11016.88999,10809.94999,9869.649984,7569.099997,8803.749999,9597.479997,16782.62,12994.65998,12135.04
Sahibganj,Jharkhand,20,7,352,7898.039999,10811.13999,10983.38999,10970.69999,8262.689986,6462.36999,2492.099999,6303.139993,5016.859991,8081.379991,9758.729991,14108.03998,7898.899989,9230.719992,8854.83,7841.120002,6919.469996,7470.25999,4897.790001,5294.669998,5834.299997,9531.439979,9740.309998,8784.639988
Sahibzada Ajit Singh Nagar,Punjab,3,18,52,30219.69,34524.62002,30097.98004,27010.68999,26197.83,24940.11999,23642.86001,21792.88998,24825.97998,31154.46999,27015.93,38292.59001,31256.05,29133.45,30194.06003,31568.59001,27635.35998,25028.97002,22843.90998,23270.55,23748.10001,37486.63001,36519.86002,32585.74001
Saiha,Mizoram,15,8,288,-129.7699979,2649.539992,3164.130002,4332.409996,3553.95001,3025.340009,857.5199987,2899.800004,4349.849987,3148.070013,2582.409997,3437.840015,909.8099976,1489.6,2194.480003,2682.880001,2658.649999,2763.930004,1958.710002,1840.810002,2658.570003,2887.440003,1636.680001,673.6199992
Salem,Tamil Nadu,33,7,608,32890.04001,43658.57997,39718.86998,37733.82996,35476.48998,34139.51998,23080.79,17013.08,34848.57998,32213.89999,35115.43997,41682.32998,37119.51,38504.46,43077.66997,41402.65998,38669.61998,42339.42999,36311.59,6034.399994,26873.01,34110.20998,31850.48998,31960.42997
Samastipur,Bihar,10,19,221,18024.45998,23587.33999,22801.42999,21018.15999,19885.78999,15956.14999,14878.5,17475.72999,19795.75999,17720.87998,21202.38999,42379.57,16691.30999,19169.36997,20456.05999,18853.62999,19013.05998,18262.43999,12859.28,13964.17998,14628.54999,32692.92,24997.59998,20717.22
Samba,Jammu & Kashmir,1,22,22,8459.709996,10578.15999,10547.93,9176.769999,8352.549995,6690.269995,5937.94999,6826.929992,7252.499997,11028.95,9283.8,12311.14999,9849.869998,9965.730008,9994.119999,9571.13,9002.229998,6819.619997,5622.169998,5763.039992,7005.159994,11536.09999,10698.88,9488.700002
Sambalpur,Odisha,21,3,372,15987.32999,24373.87999,27852.19001,30728.65995,26574.55997,18451.41999,14863.76999,8214.330001,15799.28999,23383.26,26015.15998,29089.29999,20659.8,23155.3,24897.19999,25780.26999,27952.87998,24766.30996,9337.270007,14989.36,16890.74001,24007.66999,20817.27,18758.74999
Sangli,Maharashtra,27,35,531,27547.43999,42015.34996,42745.36996,41804.32998,40951.78997,44212.40999,25702.72996,28201.11996,28586.32997,27832.63993,39939.07996,42016.15996,28855.39997,34224.36997,39144.43995,34905.21995,38738.22995,35456.74996,17370.61998,27330.86995,12657.42999,40641.92996,31444.70997,29999.29999
Sangrur,Punjab,3,19,53,21130.38001,28257.24999,26435.31998,28202.26999,23292.14,23325.87999,21596.80997,22599.97999,24299.25,29787.54,26815.94999,33717.77997,23583.63997,23803.76996,23543.69997,26704.68997,26491.66999,21460.77997,22398.26998,21325.51997,22021.27,31987.55999,29330.71999,23765.45998
Sant Kabir Nagar,Uttar Pradesh,9,55,186,5641.989993,8792.309998,8580.85,8814.160001,7797.109996,5455.069993,4905.320002,6612.349993,7301.08999,7441.749993,8519.599998,11727.59999,7917.849995,8227.189991,8786.099993,12908.10001,16157.02999,8687.879997,6250.529992,4856.739995,5498.369989,8620.009995,8563.329989,7058.729993
Sant Ravi Das Nagar(bhadohi),Uttar Pradesh,9,67,198,8711.01999,12731.93,11339.65999,10894.97999,9702.389993,4678.369999,8509.870003,6756.919994,7694.989998,9446.19999,13023.88999,14462.64,11483.41,11511.28999,12142.18999,11362.69,12555.34,10421.33,7095.799998,6678.459994,7783.509997,9893.099998,10639.56001,10072.60999
Saraikela-kharsawan,Jharkhand,20,24,369,16037.64999,21062.38999,21183.4,22465.07,18141.94998,14542.76999,14243.45999,8586.579987,4644.129997,19409.90999,23094.19997,24099.71998,17486.75,19646.39998,19133.83999,17361.65998,19808.63,17149.86,10716.63999,15422.79001,11409.38999,22017.21,18007.50999,18246.68999
Saran (chhapra),Bihar,10,17,219,26293.98999,30811.80998,28886.55998,27977.82999,23531.86998,16643.58,10239.86999,14486.32,20074.95,18362.18998,28159.56,43745.94002,27597.56,30474.77999,30474.37001,25779.44999,27764.24998,26630.43999,18826.78998,18691.10998,19782.38998,31283.5,33556.93001,28671.04001
Satara,Maharashtra,27,31,527,28109.61,45611.42996,45588.20996,47297.35995,43840.04995,46884.15997,15005.87999,25055.44995,25352.96996,30422.49995,43273.38996,45031.52995,30920.13999,38180.24997,43839.46995,41044.81994,42685.02996,38395.64996,27451.49996,29368.17997,24346.95998,38581.25996,31788.72998,30670.74999
Satna,Madhya Pradesh,23,12,429,28955.47999,45879.42998,43788.79997,47764.31996,42687.85997,27657.95999,28245.52997,25285.52997,28387.99998,44515.13997,46433.52997,52407.52996,37997.47997,35771.73999,40567.66999,45537.16997,54483.10995,39138.60997,21635.78998,20569.16998,31284.88997,41390.76997,36866.09997,37285.60998
Sehore,Madhya Pradesh,23,28,445,16743.88999,28322.82998,35678.70996,43841.11997,27581.77996,16043.97997,19491.11998,14771.29996,8504.929978,25012.23997,24915.42997,31781.62997,22107.00999,23799.68999,33147.16996,41987.22998,32124.43996,25284.28996,11339.68999,17227.73997,13815.09998,24782.42996,21188.02999,19821.40999
Senapati,Manipur,14,1,272,3495.749997,7687.280002,9724.330009,10803.53998,8398.309995,5753.499995,677.9699991,6045.899999,7671.369996,7576.180009,9276.049999,8286.510012,6093.999993,7302.299996,7130.359993,7705.769999,7259.79,7208.580003,4785.799997,4330.600001,5779.440002,7456.200006,6200.399999,6339.149999
Seoni,Madhya Pradesh,23,39,456,10250.28,22314.94998,23519.06995,35747.68993,24634.32994,14886.30998,18964.14998,6306.399988,18010.64997,24187.02995,22325.96998,28491.36994,16365.58999,18192.26999,22183.06999,39163.19994,40855.60995,20100.73998,10185.64001,13537.99,14807.22999,26391.82995,18056.17999,14828.69999
Serchhip,Mizoram,15,5,285,-3.859999722,1720.339999,1729.379999,2291.040001,2176.910001,1733.080005,532.2800018,1758.860003,1157.129999,2013.170004,1613.309998,2034.130009,626.8499994,905.9499998,1347.690001,1649.540001,1674.140001,1875.650007,1313.740001,1208.090001,1645.410002,1888.490004,1137.850002,556.8599988
Shahdol,Madhya Pradesh,23,43,460,9919.029993,19393.55999,18740.50999,20281.52996,19072.48995,10090.72998,8926.149998,12733.24997,14719.51999,20316.70997,18914.08999,23286.20995,13734,15700.42999,17293.19999,19988.62998,22319.36996,17586.16999,12354.78,10644.38,14353.42999,21806.24999,16864.23998,15057.63999
Shahid Bhagat Singh Nagar,Punjab,3,5,39,6421.039996,8808.959993,8196.929997,7702.259996,8456.309997,7634.409996,7063.389989,8003.049991,8799.900001,10443.92,9262.500007,11565.32998,7327.639993,6705.219989,7296.569987,8108.020002,7128.029991,6202.369995,6375.219992,6313.349998,6068.369994,9248.829997,8586.859999,6798.53999
Shahjahanpur,Uttar Pradesh,9,21,152,20771.35998,32068.94,26114.50998,25250.48999,24664.44999,26410.27998,20385.01998,19980.08996,19960.86996,27055.38998,26595.76997,36516.08997,25084.43999,25229.55998,28112.56998,29320.22999,32274.74998,20971.43998,17033.89998,16515.93999,18782.81997,30325.69998,29585.80998,24963.68998
Shajapur,Madhya Pradesh,23,19,436,15429.56,26121.87996,26997.14997,32555.55997,24581.61994,11919.69998,19771.49997,16548.69997,3352.019994,23162.48994,24854.96995,29767.46998,19639.27999,20764.56999,24499.06996,29176.09996,30087.76995,22651.37995,14394.39,14614.13998,15172.65998,21505.65995,18296.45999,17751.29999
Sheikhpura,Bihar,10,26,228,4475.06,5617.989992,5556.179992,5577.489995,4842.569998,1740.899997,3146.849997,4827.399995,4643.249992,4936.129999,6106.000005,8255.820002,4332.869996,4811.489998,4615.989996,4371.209997,5131.989991,5088.229995,2927.339993,3680.809992,3678.229997,6115.689996,5273.239997,4723.359997
Sheohar,Bihar,10,3,205,2163.609998,2757.299998,2627.229996,2455.039999,2182.999998,1652.269999,1515.32,1794.409998,2447.059997,1944.130001,2449.510001,4405.83,2130.71,2163.319996,2337.41,2005.369999,1998.519998,1542.570001,1234.269999,1084.359998,1357.890001,2605.270001,2921.380001,2528.449999
Sheopur,Madhya Pradesh,23,1,418,9980.619986,19293.34999,18802.59,28011.08995,19305.41999,13395.44001,16218.10997,15782.81996,16005.05998,17619.96001,19599.66,22853.76997,13460.75,14661.34999,16760.35999,20406.30001,31728.43998,14463.65999,9167.280004,12434.80999,14779.9,17261.36002,15778.91998,12974.56999
Shimla,Himachal Pradesh,2,11,33,6753.069998,12833.78002,12142.80001,12726.35,13593.35,12719.09,11447.94001,11632.69999,12847.77001,14592.87001,16377.89998,16557.94996,9310.800002,9593.810002,11238.06001,11665.46001,11898.94001,11326.59001,10306.98001,9663.410004,10624.24001,16296.28996,12711.82,9470.759999
Shimoga,Karnataka,29,14,568,16108.20998,26779.50999,28311.11998,29673.12993,24181.93997,24629.62995,14394.43999,21196.45999,20884.84997,23834.94001,26188.48001,30054.68997,17989.39001,20283.94,24694.77,23038.07001,25752.06001,23447.63998,19212.65999,16495.44999,13437.57999,22754.34001,20260.45999,18152.99
Shivpuri,Madhya Pradesh,23,6,423,24729.09999,42000.28997,38500.03993,48229.39994,39040.30991,30219.80997,32143.18995,26355.55994,29829.14993,35849.41995,44458.46997,45770.40992,34020.63997,32841.31999,38772.10997,44582.04997,48977.09995,35473.99996,19575.1,22848.78997,27587.80996,38568.21994,34163.97998,29757.95999
Shrawasti,Uttar Pradesh,9,50,181,7024.739993,11743.67999,10598.18999,11473.07999,10578.82999,9255.839991,9645.749988,9029.259988,8545.439984,11553.46999,9601.009987,14246.67998,9207.959993,8991.20999,11870.04999,11677.38999,14015.24999,9726.669992,6454.489996,7081.189989,7981.459989,11844.20998,12050.83999,10135.92999
Shupiyan,Jammu & Kashmir,1,13,13,1606.670001,1782.239997,1420.959998,1508.95,1664.209996,1258.239999,1591.049996,1718.769999,1797.169997,1884.299997,1920.489996,1807.249996,1618.339997,1900.799997,1686.729996,1526.810001,1484.019999,1530.159997,1608.249998,1485.699997,1596.929998,1744.879993,1443.279998,1473.700001
Sivasagar,Assam,18,12,311,14356.32,15311.78998,14603.44999,14006.56999,11890.55999,15494.64006,2933.209996,11313.98,7995.149983,14450.28999,17770.82998,16807.59999,20728.14996,18531.23004,17673.08,17220.95,12063.23998,14585.21998,13017.3299,14844.21999,11693.33001,16813.48,17460.21004,15927.21998
Siddharth Nagar,Uttar Pradesh,9,53,184,6994.929991,11475.34999,11807.40998,14323.25999,12018.61999,9992.049983,8506.329995,10397.15999,9820.779981,11390.43998,11372.28998,16225.56,9399.729987,10120.98998,11761.52998,22968.4,21551.99,11631.13999,9875.209983,7723.969987,9313.679975,13138.78,11867.10998,9818.689997
Sidhi,Madhya Pradesh,23,45,462,10842.72999,19468.07998,18520.14999,19695.96997,17917.32998,12189.96999,14675.38,11727.22998,13060.75998,20636.87998,19343.01998,22334.11998,14306.02,14563.45998,16544.26999,17950.86999,21635.12999,17233.20998,10647.37999,9850.559995,15463.30998,17499.56999,15808.72999,14661.72
Sikar,Rajasthan,8,13,111,29370.33998,42351.08997,41728.92997,38973.89996,36591.33995,30959.06995,29631.25994,32050.17995,35058.25996,38263.20997,42760.72996,46203.21996,34738.76997,42819.44997,41836.59996,42804.86997,39146.96995,30698.99995,31331.67996,28000.65997,32992.92995,43744.51998,37825.90997,33157.19998
Simdega,Jharkhand,20,22,367,2681.569998,6322.639997,7476.210015,9467.039956,7964.759988,6600.15001,4650.810003,4083.710006,2058.399994,6875.380014,7610.280006,9013.849986,3216.529999,4183.719999,5442.699995,6637.940017,7177.060016,6270.61001,4977.990003,3884.460003,5974.260012,7783.320002,5354,3624.740001
Sindhudurg,Maharashtra,27,33,529,4101.829996,10999.81,12086.04999,13640.33995,12918.91996,10997.76998,3085.759995,9953.359979,9417.789986,9267.51001,10827.07,10839.61001,5127.069998,7641.910001,9214.300002,9560.660003,11413.27,9815.619996,4165.229993,5763.200002,6983.88,9159.750004,6488.270004,5226.48
Singrauli,Madhya Pradesh,23,46,463,24943.31002,39870.95997,37413.57999,40457.53996,34849.90995,15843.87999,31685.14998,25303.08998,24059.76999,37101.26998,38221.51997,42371.13995,32451.08998,32815.16999,34761.42996,37095.73999,41323.91994,34120.73997,25565.35002,21893.75001,31026.36002,36816.19997,31889.94999,32685.98998
Sirmaur,Himachal Pradesh,2,10,32,5011.579995,9598.579995,8581.839992,8993.629982,9538.889979,8659.999984,8297.469989,6234.229999,8463.459986,9915.309973,9305.819991,12540.18997,7319.479998,6896.000002,8704.630006,9010.299996,9030.809999,8789.260009,6817.890004,7444.249999,7277.850002,12022.83998,9896.509999,6929.280002
Sirohi,Rajasthan,8,19,117,15744.43999,22229.87,21773.49997,21766.47994,20298.40995,18255.64998,17225.71,13987.02998,20723.90995,19396.09998,20064.93998,22938.13995,15159.12999,17981.31,19840.46001,20461.99998,19083.96,18180.18,14394.37999,10464.42,18047.14999,18354.57999,16942.26999,15400.25
Sirsa,Haryana,6,11,79,15553.93001,24081.36996,22447.77996,23912.81999,21016.59997,19221.17996,19127.94997,21019.69998,22729.60997,25158.75999,22221.30996,25779.70999,16655.21998,19219.01999,20464.44998,21554.56997,22184.14997,17393.21998,18550.22998,21092.86998,24237.57996,26223.29997,21635.55997,18027.91
Sitamarhi,Bihar,10,4,206,14166.03999,18901.09,17640.66999,16206.96999,14699.06999,12311.77999,10272.75999,12791.94999,15965.55001,13930.03999,15469.97999,30473.34998,13572.26999,14279.45999,16784.40999,13662.57999,14328.94999,12302.43999,10379.57999,10014.07998,11120.46999,21421.98,19465.19999,16269.36999
Sitapur,Uttar Pradesh,9,23,154,22622.89999,36002.88998,32432.41999,31407.02998,27006.84998,28811.53998,24343.80996,23299.65997,24206.76997,29887.47998,29118.86997,39856.44996,26932.20998,26013.47997,35230.43998,31042.78998,32132.24998,23552.49996,21177.60998,18487.51997,19023.31995,33717.51997,32032.52998,28924.39997
Sivaganga,Tamil Nadu,33,21,622,8274.959996,15299.10997,15526.37997,16234.69998,15088.37997,14169.09997,11130.68,12393.53998,14216.10997,14295.07998,12974.53997,15342.64998,8479.090002,10491.97999,14466.11997,14382.79998,14705.86997,15090.92997,12583.64999,10949.49999,10699.90999,12352.80999,10106.46999,8617.929998
Siwan,Bihar,10,16,218,18367.3,23010.1,20822.70999,21272.62999,16914.04999,10579.47999,5552.559999,9475.229983,13109.41999,13394.43999,19939.8,30555.24,19833.59999,22966.23999,21398.37998,16796.46999,20286.58998,21004.82999,16163.00999,10944.27,13817.08999,20035.74999,23214.37998,20554.38
Solan,Himachal Pradesh,2,9,31,10960.68001,15570.45,13335.69999,12367.52999,13165.10998,12125.69999,10841.77999,9031.32999,11867.24999,14766.35,13202.71999,17127.18999,13243.37,12398.82999,13642.15999,14733.68998,13597.57999,12722.25999,10225.20999,11341.48999,10801.47999,16607.34999,15026.59998,12688.67001
Solapur,Maharashtra,27,30,526,77346.59997,103358.5499,98719.32994,97761.08994,95033.98995,88779.68989,59656.47996,64138.7199,48125.96994,61058.83993,102690.3199,103815.1199,88946.38994,93584.47999,100210.5799,88948.91996,96441.16994,90701.32992,65645.02995,84383.81997,26912.12996,104216.6399,83117.51995,80892.55993
Subarnapur,Odisha,21,23,392,3919.359996,6976.929996,7962.239983,8614.539983,8452.659991,6069.879989,3808.639989,2366.249996,6225.709989,7245.389991,8064.179994,9222.929989,5301.309999,6557.18,6913.049988,7168.569985,7710.469987,7011.569984,1578.19,4018.760003,3205.599998,6516.559988,5626.069993,4885.000001
Sonbhadra,Uttar Pradesh,9,69,200,21304.20997,35686.98998,32890.87999,36771.30995,31283.26997,8942.709989,25578.07998,22382.88999,18053.76998,30846.76998,31966.56,37855.39994,28151.72997,29571.66,32970.27999,32624.08,40062.55995,29750.84,21154.92002,19177.53001,26363.41997,32595.39995,29994.64999,28311.19999
Sonipat,Haryana,6,8,76,23085.16,29704.44997,24229.51001,28133.31001,24362.89,22470.61,23231.23999,24724.82999,25553.73999,28628.20002,29829.14995,33870.09999,29195.67999,27229.44999,29266.16999,31567.34002,29491.22999,23623.71,25430.13997,23550.41,26208.90998,33147.33996,27970.67999,28074.37999
Sonitpur,Assam,18,7,306,10700.00999,17051.11999,16923.03999,17173.91997,13668.26999,13652.46998,7231.679987,12523.55999,15143.15998,17230.31999,20204.71999,21827.55998,16097.56999,17517.38999,15641.78999,16312.37999,14773.06999,13451.59998,9016.329996,10044.2,14043.60997,18653.25998,16667.36999,13605.77999
South,NCT of Delhi,7,9,98,31518.18001,36987.61995,32237.62999,28372.47998,27724.76,25785.52003,24863.38001,23711.08997,26301.01,28063.64998,32128.53997,37391.60999,33034.39997,35615.17004,36329.52,34690.46999,31271.34999,30173.50996,30961.34996,27075.19001,29965.75001,37511.94999,31401.52003,29005.10001
South,Sikkim,11,3,243,1497.410004,2222.169995,2300.169999,2615.379995,1883.499999,2142.749998,1451.509995,1782.949997,1932.289994,1951.929997,2401.980001,2895.42,1972.769997,2246.430002,2212.799998,2325.81,2021.429999,2058.119999,1274.989999,1443.819999,1763.749999,2546.439995,2307.889997,2062.929996
South 24 Parganas,West Bengal,19,17,343,63911.66,70652.36998,67089.37003,67042.27996,43617.37996,46566.92996,48041.04996,25936.85999,31394.50996,64155.60997,64202.09993,96971.47,71208.75,80567.85996,70933.86998,62640.96998,59745.53999,58225.02999,46934.14997,50859.66996,45690.23004,102569.3699,61774.09001,65052.08002
South Garo Hills,Meghalaya,17,3,295,129.9100004,3046.020009,3435.650005,5129.979989,4144,3442.580003,179.52,3006.370001,2599.119991,4438.530003,4246.85,5227.379997,2733.269999,2926.100001,3728.399999,4164.41,3507.139999,3514.010003,2388,2478.179999,3286.219999,4573.899999,3760.679998,3104.409998
South Goa,Goa,30,2,586,12171.11999,13642.40001,13494.64999,12836.95999,11777.55998,3854.989999,4040.710005,3942.019995,6495.379996,9707.049998,12702.77999,13506.22,13152.88,12903.98,13140.27001,12724.96,13696.22,11263.18,7114.969996,8050.990008,9692.129999,12209.21001,11514.16,13909.15
South Tripura,Tripura,16,2,290,9207.259987,14324.06999,14172.96998,14229.14998,10844.84999,9232.99999,6421.309998,8429.729983,2522.909995,11107.36999,12694.21,15222.34999,12230.46999,14073.74,11218.24999,10203.46998,10581.31998,10291.51999,8219.779988,7864.919995,6591.969992,15744.64998,12499.83999,11083.76999
South West,NCT of Delhi,7,8,97,52768.33999,64283.18,54028.01998,47879.46001,45606.25005,45785.33003,43990.39995,41962.35998,47454.57999,49005.77,55704.75995,62082.78999,53120.02006,55480.86001,57956.1,56132.35994,50265.21998,49764.61007,50719.16003,44090.15998,49104.48001,59138.80002,51173.16001,49355.75996
Srikakulam,Andhra Pradesh,28,11,542,13768.55998,24125.08997,24888.58997,27349.51997,25926.22998,22202.98997,22012.81998,6533.419991,22015.43996,20937.70997,23910.12997,25155.61997,15036.97999,21355.26998,22798.82997,24230.41997,22498.53996,21916.59997,9957.549995,15627.35999,15958.52999,21469.27996,20145.06999,17951.48999
Srinagar,Jammu & Kashmir,1,10,10,8829.430008,10269,10676.24,10826.10001,11569.92999,11061.01,10278.17,10130.98999,10734.88999,11993.91,11122.64999,9382.849993,7972.469992,9298.019993,7712.449987,10257.79,9676.42999,8779.120011,10057.56,8735.130001,9062.159997,9329.049987,7596.31999,7865.399999
Sultanpur,Uttar Pradesh,9,48,179,26312.64998,36227.58999,32846.66999,31247.52997,27254.73999,19192.98997,23113.39998,21819.19999,23612.84998,26951.95999,34568.36999,40664.33999,31861.22998,31812.39998,36623.18998,31396.81998,34811.14999,26800.69999,22102.88998,17337.22997,18728.92998,29951.33998,34935.58999,30422.46998
Sundargarh,Odisha,21,5,374,28771.39,43409.06001,46678.89997,50724.57991,42476.82993,29194.70998,28511.70998,17157.23998,17563.15997,41625.32,46513.85998,50861.97997,36963.61,38778.87001,40781.17999,40033.83002,45687.19993,39223.45001,20257.36999,25488.04001,30109.61,42702.04994,35523.19999,33599.42999
Supaul,Bihar,10,6,208,12679.37999,17375.73998,17148.97998,16603.86998,14110.46999,11733.30999,2590.629999,12896.26999,13993.05999,13847.31999,14461.74999,26241.29999,12665.52999,15567.66001,16920.51999,13558.75998,13200.24999,13552.43999,10225.37999,10664.06999,11233.62999,22759.65,17409.82998,14119.51
Surat,Gujarat,24,25,492,80609.14999,85090.31997,78213.57999,72982.96999,72296.19997,58870.99998,58857.07001,8567.260014,38782.72001,70958.47005,69097.53997,75713.18998,85634.97,84572.65992,80218.12995,76801.56994,75886.73999,63687.19,52217.24003,17515.96999,37500.17996,71477.26999,69518.33994,73172.16002
Surendranagar,Gujarat,24,8,475,35744.29001,44476.80997,45218.44992,45905.78993,43594.83993,41468.48992,32795.93,32817.35994,33036.46995,42044.92994,42482.20998,44991.38993,34917.70001,41649.06,42786.64995,47321.86996,42776.00997,39098.48995,33097.13997,28017.66,28587.47995,38427.91993,33802.08998,33268.46
Surguja,Chhattisgarh,22,2,401,23288.32999,46520.64998,45440.40997,54996.89987,50600.32994,31757.68995,32484.54998,31110.07995,11950.64998,44753.19998,49236.82999,59639.20995,34059.23999,37976.16999,44422.66997,56684.40993,55959.59994,46835.01995,28866.37998,23931.43,35891.76997,46747.97996,42930.28997,37936.34997
Tamenglong,Manipur,14,2,273,1046.7,6977.86,7757.600011,10278.69998,7867.970009,4658.830002,135.5000002,5299.660006,6847.410012,7152.970019,6959.589993,7659.270031,4145.799998,5097.479999,6059.129997,6483.380005,5851.650002,6437.820009,2372.830001,3988.070002,5071.000002,7721.330018,4965.290006,3251.069993
Tarn Taran,Punjab,3,16,50,21632.36,24881.29999,24024.61998,23093.57999,20884.71998,17416.80999,17043.39999,20236.91998,21352.14,29055.41999,23175.94999,26914.93001,24328.16001,24441.97999,22509.75,25337.31999,21794.48,16673.74999,17503.68999,16818.98999,19637.00999,28277.72,25056.00001,22943.54999
Tawang,Arunanchal Pradesh,12,1,245,298.6200002,4090.000017,3697.660011,5166.919985,4294.090014,4122.360015,3593.72,3348.13,4459.570013,3732.550005,3479.349997,4405.69002,1994.920002,2929.31,3148.2,3693.470007,4382.620008,3706.380008,2569.59,2471.860002,4212.450005,3943.580013,3013.13,1531.799998
Tehri Garhwal,Uttarakhand,5,4,59,6751.959995,12439.25999,10828.32999,12546.93998,13724.00998,11900.01999,11781.79997,10594.73998,11449.40998,14009.93999,14314.69999,16213.42998,9424.789997,9181.409988,10840.87,10938.1,19402.13,13345.60999,8405.039996,9223.53999,9923.959988,14480.69998,12459.64999,8731.369994
Thane,Maharashtra,27,21,517,114210.36,125463.23,122150.32,111958.68,106799.8499,86381.10994,35829.57002,53953.10996,52933.93995,87178.60994,102233.6699,118544.32,115007.8699,125354.52,125421.9099,114670.01,121214.28,105568.21,54863.95002,64926.60002,47057.38001,112746.29,99727.42999,106309.65
Thanjavur,Tamil Nadu,33,19,620,17086.22001,24345.73,23109.39996,22935.56999,22106.70001,24974.26001,12275.92998,17576.46998,21988.50997,20437.91998,20672.86,19395.18,15715.63998,16891.71999,21653.81996,22201.64999,22243.32999,20644.56988,23106.08996,10802.62,19539.35995,19354.84998,16152.96999,17348.10998
The Dangs,Gujarat,24,22,489,951.2599994,3494.480005,3767.560001,4607.239982,4000.899994,3755.27999,3054.820001,1475.949998,1358.569996,3468.48,2801.160004,3891.879992,1584.049999,2208.19,3185.23,3487.450005,3732.910006,3393.730004,1760.14,1907.540001,2541.760004,3048.550002,1941.260001,1487.03
The Nilgiris,Tamil Nadu,33,10,611,3704.299999,7473.979996,7971.73,8056.119999,7194.399999,9029.779993,4493.159998,5189.919988,6893.109998,7033.589996,6197.929994,7903.689987,4332.380004,5145.999991,7928.800002,7398.429994,8186.879988,9405.219997,6744.14999,3243.130001,5422.170001,5786.819999,4676.519997,4649.069996
Theni,Tamil Nadu,33,23,624,5854.799999,9973.819997,10141.26999,10086.65998,9190.969988,8899.019995,4625.659997,12062.49999,8702.379998,9072.009994,7919.299998,11125.92999,6055.149997,7044.989999,9933.05999,11187.54999,10260.14,10062.69999,11021.38,5886.529987,6663.409996,8263.649993,7393.579992,6383.849997
Thiruvallur,Tamil Nadu,33,1,602,56437.82004,64607.96,64407.50001,62859.04001,58987.06999,58086.67003,46210.14001,12460.79,18353.52998,60527.64995,55222.67998,53160.80001,60985.15,57390.50996,67648.72004,62936.93002,60784.73004,61798.81996,65541.56004,20249.00999,57956.08997,52767.19997,52602.46997,54029.92997
