DISTRICT,ST_NM,ST_CEN_CD,DT_CEN_CD,censuscode,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean
Kozhikode,Kerala,32,4,591,0.535842323,0.823306364,0.777839805,0.748457388,0.548879,0.358444804,0.046295397,0.125323624,0.606549801,0.684505573,0.704661992,0.805478245,0.49193995,0.582567422,0.744759079,0.703957209,0.722933297,0.841555195,0.591761057,0.217889248,0.583113988,0.646984897,0.59391316,0.583383675
Krishna,Andhra Pradesh,28,16,547,0.992077574,1.362444597,1.384393521,1.302124289,1.161386645,1.19089049,0.457513713,0.014049975,0.914587335,1.048090126,1.275588509,1.220669844,1.013534894,1.108981815,1.26618768,1.191798231,1.210337317,1.133920605,0.392473107,1.054317575,0.468172061,1.084549483,1.10191634,1.22180973
Krishnagiri,Tamil Nadu,33,30,631,0.919265344,1.293623382,1.187918542,1.188750151,1.102420591,0.888399659,0.717138858,0.879686422,1.091074601,0.957889335,1.026680459,1.143852581,0.944901221,0.923653401,1.137430936,1.09251795,1.117824023,1.268036184,1.29481806,0.70185672,0.871247819,0.951142347,0.930904223,0.928745689
Kulgam,Jammu & Kashmir,1,15,15,0.327436415,0.422279638,0.337122864,0.421157314,0.43358229,0.41618221,0.418292289,0.438714844,0.460777824,0.448316513,0.489459021,0.508350153,0.34611627,0.422680662,0.437167272,0.402259454,0.383528462,0.374592921,0.367030009,0.348722917,0.408533172,0.50235096,0.429045888,0.356367919
Kullu,Himachal Pradesh,2,4,26,0.223533263,0.415663934,0.389246793,0.410842481,0.442933474,0.411415818,0.3820123,0.373856633,0.371899221,0.412713597,0.492070162,0.517132983,0.317742362,0.299006414,0.389888904,0.373950867,0.379812526,0.360869594,0.308948883,0.268899947,0.324164793,0.469695807,0.414612485,0.317341291
Kupwara,Jammu & Kashmir,1,1,1,0.415372411,0.460111063,0.376661966,0.435924196,0.471785809,0,0.467568092,0.489425298,0.500747466,0.501747907,0.485895988,0.531377698,0.446450419,0.390309387,0.44184751,0.40282327,0.368687528,0.118037902,0.403903041,0.366014984,0.430754517,0.52289114,0.383265756,0.355842222
Kurnool,Andhra Pradesh,28,21,552,0.345757435,0.635225496,0.703846962,0.693265875,0.627309541,0.444130279,0.222017207,0.20202588,0.437715897,0.543785559,0.588210371,0.609956866,0.362953305,0.46037363,0.627841367,0.570253134,0.602516767,0.520587561,0.386396919,0.467979786,0.38844558,0.575314075,0.469055113,0.438869975
Kurukshetra,Haryana,6,4,72,1.636949374,2.05209605,1.873989825,1.894738584,1.665888337,1.538761532,1.589429857,1.497641352,1.692788029,1.904176721,1.95438609,2.294308019,1.712456824,1.592130351,1.681012539,1.791386325,1.66096404,1.448915305,1.273242252,1.330794889,1.419690087,2.23270641,2.021523541,1.923230423
Kurung Kumey,Arunanchal Pradesh,12,12,256,-0.011665458,0.250068895,0.222951021,0.346211927,0.326649281,0.332130705,0.229775745,0.288651959,0.369892893,0.304976293,0.243554614,0.330110735,0.112401261,0.185549481,0.241049872,0.215233739,0.289151233,0.295650732,0.182936796,0.156434788,0.337850887,0.298556288,0.24806789,0.083821265
Kushinagar,Uttar Pradesh,9,58,189,0.784993378,1.188410143,1.127748642,1.213284995,1.046950072,1.06151768,0.568424712,0.954411998,0.993122103,1.04855582,1.107705601,1.699476228,1.00884982,1.083088994,1.255300622,1.182608264,1.583494901,1.331065421,0.927898953,0.687604289,0.848586941,1.22972189,1.286081975,1.070010594
Lahul & Spiti,Himachal Pradesh,2,3,25,0.183063037,0.365556138,0.332800373,0.388806231,0.405054481,0.358403731,0.321373502,0.304053529,0.302224026,0.32144087,0.419094796,0.452125784,0.253821864,0.25468887,0.376623151,0.322926866,0.335950791,0.286961818,0.252376287,0.243882559,0.253066307,0.404476041,0.41924405,0.296068912
Lakhimpur,Assam,18,8,307,0.204822597,0.49473472,0.514186983,0.533118598,0.411281796,0.416455896,0.161631979,0.353328708,0.440442021,0.49040436,0.556470432,0.603775354,0.378051536,0.408900561,0.424107697,0.470833168,0.432968615,0.412518004,0.125536835,0.318154608,0.454515361,0.499809712,0.451621407,0.333209118
Lakhisarai,Bihar,10,25,227,1.06816636,1.364805451,1.326397059,1.307712928,1.152202818,0.861441482,0.634244791,1.17461397,1.181227022,1.051570158,1.352031249,2.007199754,0.973114277,1.064325981,1.065931372,0.965387561,1.203420649,1.16338082,0.650160845,0.815340072,0.854306065,1.525877757,1.247054227,1.109054841
Lalitpur,Uttar Pradesh,9,36,167,0.433419825,0.692326405,0.723219724,0.961151635,0.847123799,0.555268535,0.598397655,0.509101668,0.430729845,0.679445193,0.702917839,0.755814087,0.555765123,0.541789721,0.691481667,0.934497821,1.029754403,0.794335504,0.41298878,0.422626363,0.525832979,0.669980722,0.586296796,0.505606277
Latehar,Jharkhand,20,14,359,0.239052117,0.458109303,0.511646929,0.61102714,0.540191695,0.258082115,0.273813649,0.400970923,0.361290263,0.461451546,0.504429288,0.589786185,0.27076955,0.324898392,0.381411456,0.486861896,0.587530989,0.356019078,0.334033455,0.287903783,0.368055389,0.499617529,0.40668771,0.312803097
Latur,Maharashtra,27,28,524,0.534124796,0.914939827,0.904243334,0.976411938,0.875150429,0.670892352,0.653314578,0.670921233,0.411911065,0.680135085,0.901348757,0.983463504,0.62389855,0.751191106,0.839724411,0.779298392,0.830673324,0.718631987,0.202383717,0.681633371,0.231718214,0.743049219,0.609663337,0.554903424
Lawangtlai,Mizoram,15,7,287,-0.010675327,0.271515271,0.457138041,0.44039171,0.340779454,0.279016264,0.070688219,0.295780445,0.400759619,0.334412932,0.265170567,0.346464698,0.085757636,0.134027172,0.234577549,0.279919675,0.271177112,0.277641809,0.20890123,0.185386751,0.285928203,0.304616225,0.192290758,0.070482943
Leh (ladakh),Jammu & Kashmir,1,3,3,0.171656966,0.336578751,0.283115362,0.332244444,0.361671115,0.187940994,0.32432517,0.299071958,0.301367279,0.338647182,0.377891683,0.401337809,0.256008159,0.252429085,0.365161807,0.277014165,0.3118462,0.13979068,0.223832518,0.234888939,0.239469405,0.422004285,0.399311383,0.282193984
Lohardaga,Jharkhand,20,11,356,0.421636554,0.709933228,0.749552239,0.897598846,0.728833463,0.255941346,0.462389369,0.389700183,0.472153704,0.647877717,0.755208169,0.865932182,0.517765122,0.588105524,0.641317098,0.78373396,0.730827441,0.551771406,0.368019115,0.34759492,0.455504058,0.702670855,0.66038099,0.555070698
Lohit,Arunanchal Pradesh,12,15,259,0.043201889,0.318247894,0.321495546,0.34421888,0.311849472,0.329267806,0.019189913,0.236659364,0.35129497,0.350605619,0.334287036,0.417919284,0.162343119,0.160223455,0.288942603,0.251831459,0.138659754,0.328810185,0.207880337,0.199323305,0.325155056,0.333109391,0.330146049,0.155618519
Longleng,Nagaland,13,8,268,0.11877461,0.372875086,0.384107265,0.389545147,0.360743381,0.346829599,0.235319077,0.292114732,0.447291241,0.390078072,0.429358453,0.422345554,0.255454854,0.218458927,0.286177868,0.308465716,0.326866938,0.339803123,0.171086219,0.199293958,0.269840462,0.341184658,0.3049389,0.281364562
Lower Dibang Valley,Arunanchal Pradesh,12,14,258,-0.031056943,0.291982225,0.223848705,0.339477,0.282385501,0.301684741,0.088831625,0.260653667,0.363115776,0.286892184,0.236914735,0.331210827,0.120226511,0.130661626,0.253701456,0.208207807,0.161312639,0.293714059,0.173052101,0.118572613,0.321526548,0.272892582,0.270318377,0.096676947
Lower Subansiri,Arunanchal Pradesh,12,11,255,-0.027773692,0.334294033,0.316131924,0.336783115,0.301875431,0.36135218,0.13268061,0.25606374,0.371339156,0.334492455,0.332961005,0.381054165,0.16560331,0.199112082,0.259027044,0.251692331,0.315371945,0.32138359,0.208593427,0.203942389,0.274084119,0.312613959,0.266025435,0.131318471
Lucknow,Uttar Pradesh,9,26,157,7.050204817,8.175909635,7.291776354,6.591418679,6.150646085,5.944573042,5.325994725,4.575952562,5.565768826,6.049403618,7.127179217,8.371555729,7.512310243,7.992701805,9.026484184,7.191020325,7.164594877,6.512978916,6.010343371,5.473253769,4.227529369,7.00743449,7.203739454,7.240716119
Ludhiana,Punjab,3,7,41,2.526981752,2.822217938,2.639134925,2.522168595,2.409919815,2.357353893,2.142016961,2.237286559,2.35588075,2.826408635,2.583543561,3.747389875,2.468718583,2.460380879,2.490603957,2.660452325,2.370993061,2.01427705,2.063028527,2.046523773,1.990634798,3.546282189,3.066474942,2.356625031
Lunglei,Mizoram,15,6,286,-0.020887336,0.279948471,0.310231878,0.386044979,0.346901311,0.290082533,0.109325764,0.304813974,0.128135807,0.335079914,0.260116157,0.34176332,0.087472489,0.132943668,0.211313538,0.274229258,0.279313101,0.286361136,0.203939738,0.202783843,0.278869433,0.307187774,0.186720088,0.075966812
Madhepura,Bihar,10,11,213,1.278402565,1.592886738,1.551146282,1.427821011,1.22047008,1.015948048,0.658230097,1.028015564,0.965432747,1.160821326,1.31721001,2.38355663,1.281378693,1.50504259,1.567409822,1.287954568,1.213201177,1.139604584,0.914967925,0.921739404,1.016216215,2.247065937,1.59048901,1.424337995
Madhubani,Bihar,10,5,207,1.08877519,1.413624182,1.380113883,1.395676324,1.228490481,1.031631775,0.672443477,1.094478311,0.930500753,1.212446826,1.316178752,2.261625634,1.065490425,1.213016803,1.356543292,1.14976944,1.107192541,0.984490034,0.765412269,0.837326521,0.860949031,1.595634454,1.373813431,1.251116507
Madurai,Tamil Nadu,33,22,623,1.101253848,1.496594252,1.397049834,1.396182574,1.2413217,1.256220207,1.091906715,1.003836811,1.311244154,1.343560839,1.187149617,1.524550119,1.125911164,1.185144258,1.428499828,1.412033299,1.289873416,1.457053825,1.355774318,1.025942524,1.000961911,1.254636788,1.040107195,1.04155719
Maharajganj,Uttar Pradesh,9,56,187,0.544399815,0.888723376,0.877320536,1.146016959,0.893265842,0.736887325,0.704753483,0.794491848,0.726043254,0.808043649,0.847392847,1.28079871,0.793466342,0.816244411,1.013373651,1.190226794,1.311103733,0.919964501,0.724093478,0.571211543,0.673012094,1.027265973,0.969403102,0.759736391
Mahasamund,Chhattisgarh,22,12,411,0.532762824,0.85553957,0.782645966,0.879159213,0.838731015,0.439431319,0.45384492,0.01523456,0.450353104,0.828722156,0.912480593,1.137544295,0.712610107,0.743815389,0.769954015,0.770078467,1.051842725,0.767044801,0.152516875,0.411147485,0.509586567,0.9779514,0.862463297,0.78785648
Mahbubnagar,Andhra Pradesh,28,7,538,0.713554816,1.017461833,1.072526113,1.007246339,0.947181724,0.88681457,0.389501718,0.294314904,0.712997053,0.78621094,0.997874296,0.99321065,0.834436657,0.840357557,0.962327693,0.876450986,0.863162998,0.695964534,0.790905611,0.753152731,0.441983081,0.843922305,0.774868873,0.770296625
Mahe,Puducherry,34,3,636,2.526923081,2.580192316,2.447307678,2.122307681,0.844230764,0.312884617,0,0.313653848,0.948461537,1.678076936,2.182115401,2.172115381,2.249230777,2.088076928,2.219615377,1.963846147,2.375192308,2.309615387,1.997307681,0.264038465,1.592307702,2.124038451,2.288076917,2.039038456
Mahendragarh,Haryana,6,16,84,1.027872465,1.517344499,1.289727691,1.253930845,1.111239102,1.004613576,0.950139092,1.103264766,1.084636104,1.258803996,1.443788814,1.479431874,1.254866293,1.523117838,1.352732883,1.33530904,1.187630521,0.983886766,1.027663825,0.913480262,1.034819277,1.408247624,1.263247135,1.21201195
Mahesana,Gujarat,24,4,471,1.433187638,1.739038683,1.782170743,1.662172965,1.641735882,1.509477545,1.16896754,1.006157402,1.178391286,1.485835482,1.528535793,1.673933747,1.49276256,1.64632281,1.602177412,1.705855492,1.588795464,1.480601601,1.209694085,0.864658513,0.811907515,1.51195598,1.34953268,1.350626055
Mahoba,Uttar Pradesh,9,38,169,0.579443284,0.860895732,0.829984497,0.949525509,0.822360313,0.77523758,0.732785602,0.610458312,0.553769629,0.764776571,0.924745567,0.908920265,0.920405068,0.887444227,0.963562714,0.98649255,1.030752847,0.855386533,0.529429129,0.491331806,0.657518365,0.83930781,0.828102716,0.741928287
Mainpuri,Uttar Pradesh,9,17,148,1.135832156,1.609376059,1.456359401,1.427007339,1.305603472,1.257691276,0.99891516,1.017737153,1.111912055,1.291345284,1.381170948,1.684318181,1.73104743,1.579880717,1.671840767,1.69059712,1.630321852,1.190840626,0.935869565,0.852835262,0.906408808,1.622146385,1.54214568,1.27501835
Malappuram,Kerala,32,5,592,0.483478107,0.773576977,0.745005296,0.726401835,0.553375706,0.606347103,0.136033427,0.298802377,0.614037193,0.665308968,0.739309086,0.831624293,0.425063559,0.522316384,0.687425258,0.64433145,0.696586628,0.781790842,0.59852813,0.27009887,0.555085922,0.584683968,0.563246233,0.551002235
Maldah,West Bengal,19,6,332,0.799933721,1.028130724,1.087362323,1.09407102,0.843562883,0.742789092,0.270410065,0.651200559,0.517863455,0.897341846,0.96432428,1.449936954,0.877506735,1.083527319,0.989246685,0.840105614,0.770729064,0.884855587,0.578570966,0.602078348,0.63809516,1.316367065,1.033792434,0.904018752
Malkangiri,Odisha,21,30,399,0.081929065,0.369027439,0.441646303,0.545402498,0.432028206,0.310607415,0.304192557,0.045466034,0.404333589,0.370894366,0.351813866,0.404105984,0.189987084,0.288905606,0.427328772,0.518454583,0.386870069,0.360523983,0.122707184,0.169335684,0.017513789,0.310467081,0.23518781,0.18232563
Mamit,Mizoram,15,1,281,-0.002673645,0.285136654,0.300878077,0.417446533,0.341382052,0.281909931,0.123190541,0.266598178,0.179541255,0.314982879,0.266648575,0.335033923,0.115183175,0.161137171,0.222410674,0.273098792,0.287653292,0.30098598,0.203941978,0.189355172,0.24053628,0.321215353,0.198261291,0.092497254
Mandi,Himachal Pradesh,2,5,27,0.264324474,0.522949889,0.474335548,0.477785622,0.526025747,0.50153516,0.465018456,0.443917035,0.470930232,0.542229604,0.579276485,0.649797433,0.358119694,0.35550849,0.445117663,0.455743356,0.531170174,0.487795774,0.417222683,0.350264858,0.402892673,0.597840069,0.494100221,0.372449705
Mandla,Madhya Pradesh,23,37,454,0.18186865,0.453353933,0.478656907,0.553893629,0.498551638,0.311121033,0.381468524,0.172614696,0.388382214,0.473088928,0.449417618,0.559088194,0.262952236,0.332484026,0.390247983,0.483831308,0.583126374,0.382173719,0.278524406,0.267907982,0.30209516,0.530237509,0.330525558,0.271157955
Mandsaur,Madhya Pradesh,23,16,433,0.518900585,0.893541326,0.845949997,0.880281865,0.766107897,0.240960905,0.616139408,0.517294226,0.585425048,0.76422937,0.815983239,0.9000464,0.627641539,0.69269573,0.824605768,0.90261955,0.92038817,0.699450465,0.46040687,0.393407666,0.4828564,0.701533985,0.595152533,0.571350116
Mandya,Karnataka,29,19,573,0.873854944,1.238333543,1.192712206,1.170532152,0.827205987,1.09773308,0.505619649,0.717911448,0.983951506,1.031057135,1.099134302,1.250026143,0.899939701,0.910887201,1.16137044,1.064690279,1.050611847,1.201054607,1.103837655,0.859232552,0.750637992,0.866682689,0.971870545,0.928864431
Mansa,Punjab,3,13,47,0.71001595,1.020290463,0.993256378,1.073518301,0.89057337,0.843752517,0.827085291,0.951526191,0.975126763,1.127878609,0.920473471,1.18588902,0.814664204,0.86652871,0.840285426,0.967533579,1.047688884,0.760516285,0.810700973,0.930365177,0.974911013,1.254226829,1.029837138,0.847256547
Marigaon,Assam,18,5,304,0.405781619,0.618043774,0.681620444,0.680014922,0.550695186,0.400644198,0.041756,0.417556274,0.474704638,0.578891928,0.679301081,0.789981344,0.566678273,0.639534883,0.593038178,0.585970649,0.503303071,0.487203084,0.24942047,0.305873648,0.392503419,0.623421216,0.575030468,0.458628279
Mathura,Uttar Pradesh,9,14,145,1.881974722,2.345026357,1.919323244,1.882869126,1.693502238,1.622438359,1.505656634,1.428758148,1.671233916,1.851614237,2.178740009,2.127137674,2.332260387,2.222258119,2.179141869,2.122966615,2.061567193,1.537408604,1.323660374,1.558435072,1.533672278,2.217897749,1.97368078,1.922254719
Mau,Uttar Pradesh,9,61,192,1.733167877,2.270433894,2.164382096,2.076315309,1.97280327,1.210388459,1.374354837,1.366640163,1.540898455,1.528756247,1.850222626,2.512003635,2.135607678,2.350264653,2.382450022,2.383822127,2.668154245,2.45276806,1.608592685,1.276246023,1.247229668,1.84347342,2.239727396,1.990946161
Mayurbhanj,Odisha,21,7,376,0.249836322,0.499823554,0.560337645,0.611623824,0.525020673,0.448702196,0.405883843,0.353557668,0.117566929,0.522537298,0.509330233,0.634560888,0.335303824,0.459613002,0.451754349,0.459051275,0.510061736,0.451398791,0.370607267,0.286722623,0.391206341,0.553695623,0.381304472,0.2976723
Medak,Andhra Pradesh,28,4,535,1.243417605,1.702188152,1.605846057,1.525972466,1.442925114,1.260945556,1.221040049,1.260226325,1.187818731,1.194308093,1.57715269,1.667046724,1.261524405,1.296784939,1.530055902,1.433294326,1.448274092,1.326851898,0.052267,1.307156862,0.457040467,1.304178347,1.287446599,1.268287233
Meerut,Uttar Pradesh,9,7,138,2.295034422,2.729544606,2.488481785,2.561230634,2.269952666,2.118782989,1.982430435,2.018471743,2.238647446,2.345986088,2.711716149,3.702008031,2.589385396,2.732688609,2.957153613,2.849603414,2.439765489,2.289875931,2.086487377,2.035591651,2.188017067,3.513606567,2.560127653,2.378874784
Mewat,Haryana,6,19,87,1.633887454,2.382787815,2.142111511,2.192023747,2.01383841,1.587183788,1.750340733,1.695915074,1.875664688,2.40551239,2.301937275,2.392765874,1.7491714,1.826311305,1.925525296,2.184543107,1.928159524,1.579926432,1.551799174,1.622980123,1.803350541,2.349549559,2.209867061,2.047062466
Mirzapur,Uttar Pradesh,9,68,199,0.899118987,1.421038028,1.22611503,1.312648196,1.198407467,0.452070893,0.985010324,0.815871117,0.938123547,1.113621698,1.364330637,1.562516991,1.122455045,1.125389314,1.249023488,1.27649488,1.428117955,1.160229716,0.826657489,0.651786544,0.851468639,1.106377011,1.171520691,1.071252688
Moga,Punjab,3,8,42,1.111099246,1.407967179,1.359705558,1.388874058,1.194378925,1.182165515,1.073996545,1.238872487,1.265332129,1.570080088,1.306944095,1.547693152,1.130825218,1.223432003,1.116893058,1.374233668,1.331545226,0.96831187,1.08176429,1.051217807,1.116846734,1.700093436,1.38765782,1.207013975
Mokokchung,Nagaland,13,2,262,0.149404605,0.398631429,0.415942012,0.416268942,0.39600167,0.374639064,0.198930915,0.339916478,0.473444695,0.415485026,0.559761366,0.45733922,0.277744899,0.257668536,0.308026489,0.34376924,0.338564611,0.357771149,0.230861472,0.237625582,0.331907887,0.373714354,0.339738694,0.342747882
Mon,Nagaland,13,1,261,0.093892184,0.369994797,0.372481008,0.385051515,0.374650848,0.34331356,0.071742117,0.295506297,0.481474657,0.375432408,0.425442815,0.410401707,0.238416068,0.213206369,0.300315329,0.310308045,0.31049641,0.334454158,0.157209908,0.220802373,0.270400666,0.35161099,0.314900614,0.238202727
Moradabad,Uttar Pradesh,9,4,135,1.376420136,1.984336544,1.60583126,1.665121192,1.52361042,1.553288792,1.3108815,1.325095815,1.406468821,1.615614253,1.673297078,2.405068884,1.823190386,1.737888958,2.040610626,1.889788688,1.702382432,1.485666045,1.233596954,1.3401792,1.410509115,2.158743524,1.819243836,1.66736534
Morena,Madhya Pradesh,23,2,419,0.804792164,1.282169964,1.086140403,1.067152258,1.040375259,0.822430143,0.755003848,0.604152489,0.716631898,0.894795242,1.272475944,1.284688244,1.048231082,0.987219999,1.097637979,1.140442998,1.191036101,0.816744284,0.54367947,0.578209914,0.569628204,0.948582094,1.023692941,0.910349857
Muktsar,Punjab,3,10,44,0.845983938,1.142618861,1.115942007,1.155387676,1.056574514,0.895376305,0.920092388,1.082360173,1.128371828,1.30109374,1.018133749,1.225055788,0.855200057,0.934384193,0.94967806,1.091751118,1.003569041,0.799191953,0.887347736,1.053364365,1.142140572,1.462188899,1.139498969,0.950048326
Mumbai,Maharashtra,27,23,519,24.96567384,24.12938005,22.34214285,19.51641513,19.41800544,15.23800542,3.456347699,16.22157687,1.600700803,16.86921833,20.30601078,22.24812672,23.14160377,24.8361186,24.17103776,22.03648253,23.95208896,23.33586256,10.11071428,18.04326149,0.163167114,24.15374662,21.95509437,23.91947438
Mumbai Suburban,Maharashtra,27,22,518,25.76718901,24.59866192,22.40872474,19.83339021,19.85030532,15.17699149,4.843596766,14.27211497,3.760139203,19.27073191,19.26853165,24.00906602,23.1062326,25.96476875,24.53359678,21.88340368,23.16015267,22.09235297,11.15891781,16.03920074,1.46766053,23.51531658,21.84833856,23.86258192
Munger,Bihar,10,24,226,1.057383242,1.329581697,1.394627046,1.367594421,1.232030593,0.769102475,0.622895627,1.022852307,0.944973601,1.223699742,1.422507107,2.411294163,1.083209693,1.222903748,1.172990387,1.048504129,1.090931365,1.055443345,0.74939759,0.896821442,0.911596047,1.765938811,1.452390685,1.123900094
Murshidabad,West Bengal,19,7,333,0.995939708,1.233252993,1.250643199,1.292361451,0.950139554,0.846734185,0.138296033,0.687739642,0.152931028,1.024050766,1.18299293,1.584359547,1.103116735,1.359129335,1.136752499,0.982514925,0.977114757,1.002663271,0.724753305,0.763921101,0.760638437,1.274497636,1.065436064,1.114873081
Muzaffarnagar,Uttar Pradesh,9,2,133,1.198824939,1.648212985,1.487798719,1.531763052,1.354631583,1.22620939,1.210456199,1.213984608,1.27924243,1.404120547,1.525596055,1.909287589,1.623492925,1.466419058,1.768682088,1.817967836,1.446563752,1.333756969,1.308425878,1.270833601,1.256657297,1.994752315,1.644454633,1.47852956
Muzaffarpur,Bihar,10,14,216,1.844802296,2.26029746,2.100638452,1.904004837,1.653301693,1.316771462,0.846589479,1.391935912,1.749682586,1.56127388,1.983299878,3.88630411,1.824656588,1.977778717,2.06699758,1.786924424,1.760105803,1.634397217,1.3397237,1.27329625,1.328242442,2.60887364,2.347333132,2.077463724
Mysore,Karnataka,29,23,577,1.267801022,1.601903593,1.482477124,1.485674644,1.104847168,1.511173915,0.999969499,0.92700935,1.250782056,1.340532422,1.366337355,1.596690092,1.35720362,1.333096406,1.579286565,1.43428756,1.368316867,1.526568424,1.431130818,1.22234518,1.028887415,1.222681673,1.325084869,1.320588449
Nabarangapur,Odisha,21,28,397,0.21159668,0.507202573,0.516264894,0.591570029,0.542123957,0.319551909,0.287280237,0.058647352,0.48445045,0.494539155,0.560860775,0.607842159,0.345851068,0.425551833,0.506047512,0.470912171,0.52307496,0.431429169,0.047685309,0.238999505,0.115936727,0.418945064,0.390906841,0.35195797
Nadia,West Bengal,19,10,336,1.196501203,1.359841054,1.360684416,1.381582431,1.110526473,0.990903027,0.446365824,0.78807912,0.152918672,1.196740372,1.319513136,1.903357902,1.286540312,1.565730545,1.192531087,1.144042318,1.114298034,1.106127155,0.913490774,0.844031287,0.861588447,1.879126553,1.219436923,1.24714651
Nagaon,Assam,18,6,305,0.547090987,0.747566124,0.794574396,0.792180917,0.661801961,0.515525151,0.165684813,0.511945753,0.548566412,0.672896027,0.870728094,0.966354236,0.745206309,0.766564873,0.725248629,0.708742425,0.606532653,0.541646147,0.364956718,0.397968164,0.519766759,0.785562181,0.75159469,0.65718284
Nagaur,Rajasthan,8,14,112,0.471625921,0.743077296,0.761605709,0.71169898,0.661209712,0.632551065,0.520923524,0.569714889,0.641684498,0.691013335,0.764020598,0.873432655,0.551129628,0.713970883,0.730258737,0.765847328,0.66296349,0.564819618,0.550379244,0.478024231,0.589745908,0.757993535,0.647118323,0.533333657
Nagpur,Maharashtra,27,9,505,1.135881749,1.592800957,1.488943228,1.417372856,1.461413052,0.113426813,1.289775489,0.710954976,1.17106341,1.256569968,1.365455861,1.697116158,1.453658364,1.479016859,1.519505512,1.49569888,1.568520761,1.167909793,0.080295123,1.068558984,0.026894464,1.479443751,1.279360666,1.295881145
Nainital,Uttarakhand,5,11,66,0.421259935,0.762598898,0.607162211,0.697084988,0.692761921,0.626742683,0.586376896,0.567036668,0.617147759,0.725890986,0.769124819,1.092588059,0.598121387,0.591920158,0.691833453,0.694640986,1.131758037,0.623230672,0.529087337,0.527145502,0.554626084,1.017411487,0.773475885,0.596498825
Nalanda,Bihar,10,27,229,1.558029233,1.993454862,1.916314259,2.013152561,1.748363092,1.251936716,1.161791378,1.678623037,1.876097501,1.537770949,1.901049746,2.868490989,1.752302966,1.998623866,1.865398223,1.84626609,2.061027322,1.993321153,1.098564903,1.230906071,1.263044596,2.38633253,1.973042935,1.769925255
Nalbari,Assam,18,24,323,0.372113775,0.641297638,0.647270867,0.653050752,0.491507714,0.378490425,0.159122513,0.44012084,0.344584495,0.629124371,0.628968209,0.733253392,0.451184234,0.485129205,0.532336864,0.582294106,0.477750511,0.47570552,0.189185722,0.312957799,0.455510317,0.657096113,0.548185535,0.43050567
Nalgonda,Andhra Pradesh,28,8,539,0.735364706,1.086939367,1.068677765,1.083271545,1.066015009,1.14442467,0.564267611,0.196655441,0.791942633,0.831648545,1.06627992,1.136570378,0.721680626,0.753245706,0.929706492,0.909356373,0.948012802,0.861980374,0.414331915,0.970424873,0.08449783,0.908088719,0.84300823,0.756573137
Namakkal,Tamil Nadu,33,8,609,1.055521762,1.469145478,1.400843439,1.319785752,1.349879947,1.348638183,0.63565659,0.923655727,1.238656036,1.132580803,1.158904758,1.488856121,1.040437111,1.132515545,1.432161546,1.373929077,1.371925752,1.361498491,1.361987933,0.398684355,1.036357815,1.2240559,1.06175337,1.108048389
Nanded,Maharashtra,27,15,511,0.526330527,0.942353165,0.915587622,0.969875546,0.809194295,0.361140124,0.670397029,0.421025215,0.429109163,0.691592509,0.904066883,0.97859226,0.676532478,0.79062723,0.898557138,0.827280344,0.83415526,0.395387963,0.043744679,0.653487945,0.270383668,0.740347018,0.597298478,0.568006451
Nandurbar,Maharashtra,27,1,497,0.496019028,0.799712559,0.810652811,0.894112545,0.778373536,0.668533787,0.520301609,0.350280354,0.144675955,0.663297121,0.680208494,0.814655712,0.62688607,0.652203704,0.775898586,0.792093384,0.792517795,0.676814547,0.142923653,0.146904288,0.415238014,0.613454336,0.523910462,0.523384838
Narayanpur,Chhattisgarh,22,16,415,0.01534819,0.26905859,0.334165054,0.435369906,0.57491431,0.158618573,0.192705255,0.177531278,0.358188943,0.300382891,0.273103725,0.345319391,0.059539682,0.166675794,0.311505595,0.663613144,0.491336104,0.271622681,0.017607762,0.259944762,0.107596903,0.281393702,0.18062981,0.105939757
Narmada,Gujarat,24,20,487,0.422953729,0.721593069,0.745236283,0.757011759,0.688294244,0.589408407,0.447902669,0.251700824,0.150216212,0.630264102,0.570910627,0.738664694,0.504793295,0.593462919,0.736772307,0.765644058,0.718406226,0.619534473,0.336840623,0.173253751,0.430195084,0.622491724,0.471479682,0.42543489
Narsimhapur,Madhya Pradesh,23,35,452,0.626810476,0.963780488,0.924897223,0.977490795,0.838669273,0.511526691,0.675549547,0.492544485,0.250932274,0.898379353,0.828742137,1.101836938,0.936977296,0.910615125,0.992955591,1.060540726,1.015177557,0.847283709,0.381428133,0.586188448,0.515655008,1.055760469,0.832082373,0.859089584
Nashik,Maharashtra,27,20,516,1.012830814,1.347797323,1.332980137,1.418513351,1.321918743,0.912687814,0.936381657,0.650923299,0.320429642,1.02119097,1.157986654,1.385101892,1.070004904,1.10092317,1.288110294,1.304630305,1.33633184,1.191075202,0.40904379,0.710559864,0.564111353,1.113804318,0.976817366,0.984624627
Navsari,Gujarat,24,23,490,0.863864127,1.175247124,1.13469626,1.129412293,1.123798525,1.007100108,0.906530373,0.191413551,0.077133357,1.006598669,0.940160854,1.147872034,0.94567757,0.983021207,1.096498921,1.112792954,1.138936915,0.995203989,0.544591121,0.652938533,0.693043673,1.07367721,0.874590222,0.869643242
