DISTRICT,ST_NM,ST_CEN_CD,DT_CEN_CD,censuscode,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean
Dhar,Madhya Pradesh,23,21,438,0.625974805,0.986543763,0.976203698,1.018773241,0.90328778,0.555142967,0.67703068,0.442336521,0.160481334,0.937269284,0.85275256,0.975028641,0.758780523,0.812176804,1.004069129,1.163734646,1.18548279,0.953008397,0.302141123,0.345726006,0.446353948,0.915405844,0.674370115,0.643732219
Dharmapuri,Tamil Nadu,33,29,630,0.563985181,0.886554295,0.862896504,0.882417225,0.83700625,0.92298819,0.402643204,0.583732345,0.81058532,0.580618661,0.746021301,0.937916183,0.539867098,0.647905533,0.769016901,0.752043065,0.780225051,0.816478814,0.843439221,0.206917342,0.562679787,0.656034267,0.560148645,0.529615651
Dharwad,Karnataka,29,8,562,0.963042157,1.259490642,1.219948387,1.175211748,1.030613061,0.929652709,0.642003184,0.552281979,0.757968357,0.897645668,1.280673355,1.340219949,1.011408932,1.070035211,1.148980803,0.99298524,1.128373527,0.89008441,0.564440478,0.675253232,0.851993055,1.19184401,1.006567142,1.005309666
Dhaulpur,Rajasthan,8,8,106,0.523115003,0.891126003,0.899083896,0.950483655,0.865635076,0.743914774,0.713718782,0.596205979,0.701861919,0.794025415,0.694720237,0.874275146,0.668714041,0.687323133,0.868544604,0.976842637,0.964103811,0.671105139,0.523823102,0.592650312,0.555875956,0.88812417,0.769394322,0.59198078
Dhemaji,Assam,18,9,308,0.077315509,0.403777956,0.388943688,0.396129526,0.365662563,0.761711953,0.065425803,0.35231296,0.360658555,0.473767028,0.435718656,0.534562539,0.273480732,0.288426459,0.344354921,0.374008159,0.433823122,0.36132804,0.140441466,0.242456473,0.319526481,0.390340206,0.337920886,0.212862971
Dhenkanal,Odisha,21,14,383,0.616102081,0.878177747,1.008972911,1.056756659,0.943250951,0.680061338,0.382620102,0.469720617,0.194166107,0.905385269,0.921301543,1.027650772,0.799607791,0.926209536,0.930881576,0.906978285,0.976758003,0.904775911,0.455846428,0.62305798,0.698890978,0.99549138,0.757477501,0.731654352
Dhubri,Assam,18,2,301,0.519755341,0.811225806,0.929549224,0.80659824,0.56854294,0.489820695,0.062123167,0.337498114,0.536280686,0.652273984,0.772138249,0.95954671,0.691664013,0.663309593,0.700921658,0.702057812,0.503703393,0.52089736,0.277028068,0.397717637,0.488707163,0.735387515,0.737540846,0.636196062
Dhule,Maharashtra,27,2,498,0.490478982,0.806041729,0.797075819,0.880008056,0.799039534,0.642809434,0.639093434,0.552634123,0.496638235,0.721648097,0.643483733,0.841036589,0.552228211,0.602414914,0.724897063,0.738424693,0.744802044,0.67353791,0.074590337,0.276689356,0.29781902,0.683757119,0.540497041,0.499941933
Dibang Valley,Arunanchal Pradesh,12,13,257,0.009176959,0.295371787,0.256922708,0.400127808,0.328223072,0.311738966,0.157415722,0.258861106,0.332739422,0.27461885,0.220028093,0.342884188,0.149243521,0.148261794,0.269496862,0.244582912,0.288448826,0.31640894,0.177278548,0.106181919,0.286695688,0.31352779,0.327071776,0.114243015
Dibrugarh,Assam,18,11,310,1.233385668,1.349477963,1.423982283,1.313428282,1.067661768,1.86174386,0.22912022,1.046275092,0.777046653,1.296871143,1.550677359,1.648275765,1.285892676,1.437961198,1.236999552,1.41830268,1.137659525,1.162907366,0.585854547,1.119839071,1.208590332,1.361247055,1.445751937,1.283151285
Dindigul,Tamil Nadu,33,11,612,0.608817211,0.960979074,0.907217294,0.936310628,0.843945052,0.885070329,0.577909853,0.823016906,0.865379365,0.85621189,0.772107815,1.045305224,0.643063678,0.683385878,0.985268846,0.973835573,0.916255543,0.924998267,0.926986904,0.523908675,0.669139066,0.757371119,0.645271965,0.663747921
Dindori,Madhya Pradesh,23,36,453,0.152842222,0.438676074,0.457010099,0.56536349,0.523859721,0.298528049,0.321661824,0.301777339,0.326946116,0.448797814,0.441903922,0.571561526,0.240058795,0.30863388,0.372113509,0.468790551,0.533830324,0.399395448,0.274201079,0.273393166,0.312147403,0.465614581,0.296367849,0.233699592
Diu,Daman & Diu,25,1,494,4.873932575,4.695056164,4.714943826,4.340280911,4.038033708,3.682247186,3.08882023,1.928314607,2.193764049,3.028370785,3.450449444,3.923539321,4.740842688,5.013483143,4.964213499,4.65544944,4.823539327,4.422640443,2.665449436,3.873764053,3.260898867,4.160280913,3.833595507,4.593370791
Doda,Jammu & Kashmir,1,16,16,0.263616782,0.499703288,0.465168685,0.492143599,0.572384083,0.638653978,0.490028546,0.503123702,0.560779412,0.636208478,0.5485891,0.62795069,0.366061419,0.288842561,0.452032007,0.478682526,0.490084775,0.492094291,0.45516955,0.409898789,0.493942906,0.652697231,0.449428201,0.386898789
Dohad,Gujarat,24,18,485,0.520761209,0.856171449,1.015627571,1.060651445,0.926410185,0.565649524,0.562519619,0.424755501,0.317756434,0.691632181,0.744206135,0.863673233,0.629126832,0.704433345,0.933828,1.159498929,1.061951045,0.840469786,0.305877833,0.364153998,0.48015257,0.707575324,0.559795839,0.513304977
Dumka,Jharkhand,20,17,362,0.496703131,0.793861467,0.826117792,0.882833367,0.615383138,0.534477394,0.432307133,0.501008916,0.647206034,0.693353897,0.808135109,1.089422437,0.576140086,0.689244089,0.670083471,0.565805681,0.637292616,0.583912794,0.378344567,0.478621941,0.524625673,0.790723246,0.687763376,0.633459145
Dungarpur,Rajasthan,8,26,124,0.60113641,0.890285654,0.852725108,0.882845166,0.865024839,0.565580106,0.564081452,0.437694575,0.56361985,0.690101427,0.728292795,0.786943179,0.615834713,0.687565203,0.790513867,0.83523494,0.753512729,0.644981887,0.457632478,0.329138895,0.532184329,0.689117159,0.58904264,0.580578037
Durg,Chhattisgarh,22,10,409,1.048356625,1.478480127,1.268306481,1.265600102,1.270669513,0.621095272,0.793229176,0.519489507,1.006999256,1.210102144,1.481586265,1.645449903,1.196549818,1.299176107,1.245192683,1.196983702,1.481729501,0.37534265,0.120773284,0.631583712,0.179810103,1.596005664,1.212599591,1.252511374
Dimapur,Nagaland,13,5,265,0.958258388,1.188106114,1.53162503,1.270192718,1.071363312,0.996964074,0.012481561,0.846809421,0.955527002,1.058610516,2.105205808,1.326678561,1.386197951,1.343490364,1.174925055,1.174339756,1.007085414,0.979245775,0.360920771,0.722315012,0.879369498,1.115134427,1.235408042,1.912281704
East,NCT of Delhi,7,4,93,43.97048854,47.76997141,45.10336204,38.09698271,37.30522983,36.54215516,34.25327594,33.38106327,36.09005747,36.32261496,39.93413796,50.33712641,45.57181039,45.43451146,50.7508333,45.05683906,40.32402293,39.60991392,38.5797703,35.22761496,39.38175285,51.72284491,41.39735627,33.44089079
East,Sikkim,11,4,244,0.476570908,0.61383168,0.661434351,0.706947197,0.505856767,0.485761682,0.203886304,0.428409872,0.464958526,0.556767145,0.630582641,0.806485939,0.560542181,0.614084563,0.577175804,0.589904916,0.565945782,0.55515881,0.270985231,0.354155371,0.452176816,0.74595792,0.610509811,0.564928181
East Garo Hills,Meghalaya,17,2,294,0.03454809,0.305180501,0.411645587,0.542559946,0.478463768,0.437374176,0.06491502,0.388550724,0.428203557,0.56168577,0.592956521,0.658195651,0.52194137,0.512262845,0.606316864,0.52946245,0.458994729,0.498803689,0.296720026,0.3143083,0.441772727,0.550533596,0.501361001,0.523963768
East Godavari,Andhra Pradesh,28,14,545,0.705734889,1.028697824,1.116494098,1.075073526,0.983122996,0.95653124,0.725785226,0.175262999,0.736066701,0.823646356,1.027339655,0.971701104,0.88275574,0.946282003,1.050558048,1.054059613,0.978875608,0.851297462,0.550553335,0.728599034,0.295068436,0.939557708,0.885078616,0.879197051
East Kameng,Arunanchal Pradesh,12,3,247,-0.011893159,0.298405311,0.249046291,0.337086911,0.257053009,0.310020913,0.123445708,0.270050696,0.355194069,0.303557873,0.258084661,0.328668929,0.111355153,0.17305472,0.244562276,0.245346472,0.319775356,0.288758912,0.176510884,0.161405215,0.332525902,0.315426002,0.240393207,0.090226545
East Khasi Hills,Meghalaya,17,6,298,0.377802084,0.583190946,0.679755021,0.741970187,0.521191084,0.379485888,0.309587329,0.431347733,0.548458353,0.664152232,0.682903181,0.742280036,0.602037817,0.641384308,0.587416327,0.574359948,0.559936512,0.521494721,0.394230212,0.428298254,0.453322062,0.718316196,0.596495756,0.544172244
East Nimar,Madhya Pradesh,23,49,466,0.293364451,0.571873999,0.627956096,0.711943079,0.609511628,0.254414274,0.457881148,0.427341566,0.491086364,0.632154059,0.514981062,0.684302517,0.353512749,0.459675397,0.597738184,0.704940787,0.6282831,0.500311,0.005403819,0.296750507,0.370147499,0.74582044,0.39698549,0.339740478
East Siang,Arunanchal Pradesh,12,7,251,-0.023608643,0.286465065,0.266512015,0.26703857,0.311280291,0.392882168,0.061565529,0.28620002,0.388104301,0.339491621,0.30868437,0.380387723,0.160040388,0.169962137,0.235805735,0.241388833,0.239152868,0.277927605,0.180704261,0.145137318,0.324351272,0.293839358,0.267926595,0.206265145
Ernakulam,Kerala,32,8,595,2.507976427,2.762311652,2.433048451,2.276035792,2.158622437,2.03687909,0.12642165,1.975855085,1.714288082,2.136556961,2.626089042,2.502809253,2.803845486,2.590526407,2.62691925,2.483533828,2.338242689,2.962529019,3.02916194,0.520726321,2.401071147,2.902644261,2.429506763,2.844839808
Erode,Tamil Nadu,33,9,610,0.765525339,1.11128263,1.08177634,1.089276521,1.01109976,1.081941757,0.652234785,0.613270558,1.093468333,0.861248091,0.896737075,1.202480549,0.777715407,0.841376063,1.083614484,1.022069003,1.068682832,1.117948447,1.065961972,0.355990329,0.832075547,0.937602341,0.774924016,0.778755544
Etah,Uttar Pradesh,9,70,201,0.774505062,1.292708175,1.108528033,1.214613117,1.072691552,1.093689737,0.904639565,0.854534532,0.97926855,1.206907208,1.281803687,1.477406679,1.383955718,1.224453679,1.330498715,1.35254496,1.294427232,0.941725857,0.719827715,0.653401842,0.828268096,1.368048965,1.312034909,1.070163215
Etawah,Uttar Pradesh,9,30,161,1.545111951,2.042485181,1.855933486,1.73454231,1.562351827,1.374220446,1.149568652,1.059166117,1.218223575,1.563174184,1.941953407,2.174136483,2.270987816,1.964817254,2.090670891,2.064925914,1.921641421,1.456887553,0.944010536,1.004844419,0.981355779,1.801382943,1.997195422,1.743805566
Faizabad,Uttar Pradesh,9,46,177,1.125238828,1.616213721,1.446965521,1.369380377,1.276273864,1.009552415,1.06977271,1.056695572,1.100434295,1.262667319,1.453422616,1.829337716,1.472306455,1.519095042,1.813511434,1.510915448,1.584427581,1.28282747,0.997981676,0.956469683,0.884052729,1.458734177,1.599309041,1.35433247
Faridabad,Haryana,6,20,88,7.8477992,10.29887943,8.326734646,7.78234424,6.916013003,6.350109819,6.380067242,6.301871361,7.081692071,7.859374723,9.270062762,10.56129986,8.966353657,8.864603308,8.928740469,8.523982518,7.454392654,6.804811749,7.319511431,6.700643211,7.71751008,10.28266024,8.359058722,8.191266247
Faridkot,Punjab,3,11,45,1.071415489,1.406054941,1.343165458,1.406567467,1.262410021,1.118195344,1.148573063,1.294728475,1.297499682,1.488688795,1.222022129,1.432557547,1.06726313,1.14118021,1.110146253,1.342755946,1.21614778,0.98945059,1.087806181,1.157554368,1.310778328,1.74584001,1.323057358,1.136552206
Farrukhabad,Uttar Pradesh,9,28,159,0.774705165,1.090284817,1.027535058,1.039500914,0.965035275,0.952066021,0.791355282,0.809101122,0.900271753,1.043357721,1.041035623,1.37171762,1.07360944,1.000705512,1.108082048,1.103301976,1.130206427,0.799274453,0.718737914,0.666094416,0.716501175,1.127794617,1.038293702,0.815214702
Fatehabad,Haryana,6,10,78,0.900151796,1.326115241,1.180281133,1.23302122,1.048607497,0.931704616,0.956743339,1.049391263,1.123592007,1.322311802,1.295052664,1.443473513,0.993543989,1.125185098,1.092414806,1.150277261,1.227008983,0.887625464,0.90905669,0.919196095,1.032379956,1.26818231,1.224603468,1.059148854
Fatehgarh Sahib,Punjab,3,6,40,1.528522818,1.918966294,1.651236897,1.560764393,1.552620545,1.514652476,1.400445089,1.391946459,1.503476858,1.855244315,1.701011129,2.166563457,1.609235607,1.515995807,1.595358813,1.689956459,1.483652637,1.30181906,1.349353329,1.338622801,1.340986936,1.995839381,1.949280763,1.435260442
Fatehpur,Uttar Pradesh,9,41,172,0.751454025,1.309003415,1.124425314,1.132253046,0.995178637,0.794355613,0.742742337,0.729235597,0.741613274,1.054000646,1.232366137,1.37535312,1.070400664,0.992146417,1.241015509,1.150840103,1.245389125,0.951330317,0.636828839,0.516285081,0.692113181,1.055972581,1.048290712,0.956511262
Firozabad,Uttar Pradesh,9,16,147,1.50694965,2.124278908,1.773292566,1.79840216,1.631263501,1.493376747,1.412250634,1.225413754,1.356724904,1.734034308,1.996777318,2.272534149,2.213720615,1.981764612,2.094490151,2.215826714,2.04396204,1.52029066,1.237172806,1.096128493,1.039938849,2.14840216,1.96575921,1.680797331
Firozpur,Punjab,3,9,43,1.136003122,1.455061032,1.353493718,1.395365481,1.229119295,1.031924632,1.027217372,1.176845858,1.229633098,1.533686395,1.248215172,1.493935135,1.171350507,1.242675821,1.217939464,1.356188702,1.293677879,0.968114044,0.993223687,1.056453764,1.266076928,1.713607977,1.422185082,1.181503796
Gadag,Karnataka,29,7,561,0.469672451,0.74286361,0.798068437,0.828050683,0.743453463,0.763213793,0.686866983,0.475895876,0.567404464,0.61591141,0.750272513,0.826269139,0.505031734,0.591363456,0.705598509,0.660952909,0.707307265,0.614458746,0.457973902,0.477736452,0.442797035,0.74889175,0.585405885,0.518295237
Gajapati,Odisha,21,20,389,0.10214058,0.400002989,0.432314437,0.563085083,0.487463384,0.366115871,0.370417455,0.199963137,0.450198764,0.396439175,0.383322208,0.45395686,0.185451828,0.307171964,0.337403607,0.407571486,0.39251619,0.375626682,0.039291621,0.161910431,0.135735777,0.35552157,0.291272791,0.208119956
Ganderbal,Jammu & Kashmir,1,11,11,0.241358741,0.410366196,0.333870755,0.375355427,0.432036453,0.002956089,0.367748137,0.389552611,0.403171501,0.422396025,0.542773816,0.590381108,0.376932892,0.295893953,0.40930903,0.346452362,0.357635461,0.312906379,0.371507871,0.280473902,0.310081193,0.480591547,0.445653686,0.359738195
Gandhinagar,Gujarat,24,6,473,3.384566197,3.79332597,3.546415494,3.268484679,3.255964673,3.01429386,2.713068359,2.259793907,2.328129541,3.122547615,3.239909836,3.422217316,3.195006901,3.466363973,3.539653144,3.503150243,3.234103413,3.026903118,2.586087955,1.540227252,2.346611462,3.055451284,2.908052259,3.016501977
Ganganagar,Rajasthan,8,1,99,0.485914129,0.733818397,0.675730743,0.713212823,0.694802977,0.606070591,0.592723855,0.61030908,0.74451435,0.765058039,0.743341665,0.856586306,0.536469179,0.609787245,0.639524667,0.688419985,0.640396664,0.584570295,0.525568861,0.491190518,0.641730358,0.832955665,0.686134925,0.536549771
Ganjam,Odisha,21,19,388,0.442283037,0.800909458,0.794540397,0.864385609,0.846493889,0.632960673,0.640306006,0.309387988,0.65711874,0.694677587,0.746110133,0.813938608,0.499613391,0.673774074,0.709542536,0.736996053,0.719944838,0.691956583,0.284178991,0.428992344,0.35436112,0.711214037,0.59475082,0.516382377
Garhchiroli,Maharashtra,27,12,508,0.08911436,0.363442917,0.4302096,0.537338897,0.474101677,0.133418947,0.230807737,0.273273732,0.309993589,0.363827973,0.356264424,0.474131362,0.133965522,0.244985646,0.451953425,0.504506104,0.383525977,0.201156559,0.001832042,0.294147528,0.053934584,0.348465216,0.24356249,0.173882463
Garhwa,Jharkhand,20,1,346,0.125936354,0.398907151,0.430656949,0.506387021,0.436011624,0.29572531,0.352834072,0.359848506,0.415794864,0.509335905,0.556028774,0.644882568,0.195052642,0.253360964,0.349428803,0.420007146,0.47309847,0.351483017,0.257690915,0.229326854,0.33439093,0.451145729,0.338254014,0.243552475
Garhwal,Uttarakhand,5,6,61,0.240270647,0.474337169,0.447653368,0.516221147,0.572722475,0.489472662,0.46347348,0.413319943,0.47950228,0.555332266,0.565758494,0.669919315,0.314157078,0.32701675,0.409723225,0.453858174,0.779116906,0.495395248,0.320246817,0.433937836,0.406572139,0.611042417,0.472593791,0.320489549
Gautam Buddha Nagar,Uttar Pradesh,9,10,141,10.03825942,12.19822859,10.65065121,9.414427176,8.560438162,8.32256601,8.081149672,8.161874579,9.326891329,10.12805307,11.80572558,12.94567331,11.43180356,11.18792443,11.67775828,10.88045022,9.60568136,9.112986737,8.914701859,8.807074901,9.67538791,11.73107062,10.10688462,9.246362052
Gaya,Bihar,10,34,236,1.302155548,1.709869396,1.637174568,1.686407028,1.453902811,1.039143037,0.966434481,1.177786013,0.92727262,1.270749499,1.753804761,2.52771934,1.487475389,1.478280582,1.484706828,1.464591913,1.565558693,1.472130053,0.856407027,0.879970976,0.95818959,1.79774091,1.721731575,1.491656273
Ghaziabad,Uttar Pradesh,9,9,140,4.508536537,5.755077452,4.945291268,4.654401784,4.187724033,3.955463271,3.859917324,3.976775635,4.393441983,4.738281858,5.377744939,6.689211249,5.036212107,5.245889955,5.623280431,5.190780198,4.573078019,4.163179698,3.853702367,4.017733536,4.48022142,6.042989645,4.938797869,4.626049606
Ghazipur,Uttar Pradesh,9,64,195,1.249039406,1.794030839,1.650291262,1.638797258,1.460350086,0.666216447,0.856877213,1.099999428,1.2078241,1.223524271,1.513699028,1.996173615,1.575018846,1.63923815,1.685395202,1.617477441,1.880653912,1.736474014,1.09295374,0.903877212,0.942133638,1.348796115,1.611055396,1.497909194
Giridih,Jharkhand,20,4,349,0.606797597,0.907253969,0.891611342,0.920727463,0.762764753,0.532438272,0.555720248,0.659254202,0.540292935,0.751659319,0.95229785,1.286020595,0.701199828,0.817490346,0.748137067,0.628448335,0.751312945,0.686801107,0.379989468,0.424696337,0.542547099,0.952325154,0.831412801,0.745253344
Goalpara,Assam,18,3,302,0.573461906,0.843398736,0.918549961,0.862025267,0.596496936,0.515606814,0.1499665,0.378797856,0.615017227,0.737873277,0.891738131,0.980599156,0.82333748,0.783031201,0.794059149,0.749281201,0.553644716,0.619164433,0.222060681,0.418126914,0.50981719,0.769335757,0.751434724,0.70533882
Godda,Jharkhand,20,6,351,0.932085287,1.166563314,1.268280353,1.165425568,0.940970122,0.784159284,0.445766023,0.846132534,0.914087197,0.99427219,1.199303456,1.698735452,0.846515546,0.962156505,0.912255514,0.72161195,0.801130797,0.784954837,0.503200451,0.561166406,0.643637311,1.135379537,1.032606392,0.992184297
Golaghat,Assam,18,14,313,1.020751083,1.247204811,1.271077616,1.175924889,0.953743445,0.764942443,0.12953271,0.815282082,0.853258488,1.034474014,1.289068837,1.255939138,1.145347051,1.172952471,1.055602348,1.055087189,0.949642124,0.837327898,0.481450307,0.861699908,1.007967287,1.148765102,1.199185091,1.213163893
Gonda,Uttar Pradesh,9,52,183,0.908295508,1.300042553,1.155792434,1.189551299,1.021736643,0.952034515,0.913647753,0.928126713,0.888236406,1.088843025,1.145153663,1.578023166,1.208219385,1.167868084,1.337439715,1.213712529,1.364762174,1.064788651,0.690385342,0.708781559,0.742435933,1.26991442,1.304814184,1.133575886
Gondiya,Maharashtra,27,11,507,0.303475801,0.608517775,0.619853638,0.688186727,0.675683991,0.18090846,0.44164866,0.349360172,0.452095043,0.579173662,0.589325498,0.716471274,0.385640923,0.480158041,0.580329585,0.612916271,0.684005036,0.468653916,0.079718228,0.305692386,0.072932696,0.704529162,0.451184393,0.388468501
Gopalganj,Bihar,10,15,217,1.384655512,1.883302002,1.709968981,1.828468839,1.488125763,1.255105742,0.688270514,1.088565654,1.583662937,1.282777515,1.645281511,2.48270608,1.647796785,1.790523545,1.737453707,1.495655606,1.681750164,1.697740388,1.419192593,0.992980543,1.221200299,1.573652599,1.80528903,1.64377103
Gorakhpur,Uttar Pradesh,9,57,188,1.824926179,2.413723993,2.182839308,2.091551615,1.969691045,1.39613806,1.536636836,1.545056718,1.864126433,1.873734252,2.187939349,3.340773529,2.18330046,2.300034771,2.429914497,2.516191075,3.238354898,2.278802941,1.589173459,1.531352675,1.342659748,2.384573901,2.437306619,2.086811831
Gulbarga,Karnataka,29,25,579,0.576602209,0.924248029,0.918605039,0.876372695,0.812631382,0.863786209,0.632510479,0.191623539,0.613370963,0.627958233,0.85974776,0.921759345,0.711365339,0.777806219,0.866857244,0.808817041,0.809486763,0.70601576,0.637782559,0.750616069,0.357069804,0.820838317,0.670079174,0.634009948
Gumla,Jharkhand,20,21,366,0.160125124,0.377858904,0.407182866,0.544470244,0.453953556,0.368944173,0.303464468,0.216291171,0.129243734,0.378484158,0.414095978,0.480669046,0.207390056,0.26629706,0.335618445,0.452837376,0.40253671,0.319839179,0.264787105,0.226426968,0.322800943,0.427243955,0.30089243,0.215808339
Guna,Madhya Pradesh,23,41,458,0.601639679,0.946709208,0.873471877,1.637404821,0.941381025,0.504669962,0.80032262,0.596904201,0.504475277,0.870727131,0.936729604,1.039924288,0.829300371,0.786278429,0.886491964,1.136873299,1.238606304,0.844465388,0.510521323,0.504744437,0.591893077,0.889487947,0.730722187,0.717735476
Guntur,Andhra Pradesh,28,17,548,0.84733489,1.201518634,1.186133093,1.156966322,1.033848405,1.074764435,0.407670588,0.003370094,0.829224966,0.890984283,1.103835293,1.023711539,0.958562371,0.97841383,1.209274359,1.077022182,1.081783744,1.059723035,0.361942703,1.005892051,0.385915761,0.972409519,0.916718635,1.053425774
Gurdaspur,Punjab,3,1,35,1.133888024,1.45044238,1.363751442,1.298909866,1.318736128,1.154314336,1.074404719,1.122558373,1.225892041,1.650670851,1.236278684,1.606063771,1.268234496,1.224611598,1.29151544,1.358802911,1.388140597,1.093769018,0.966587496,1.018831533,1.067331156,1.680208385,1.426922922,1.296526235
Gurgaon,Haryana,6,18,86,8.232216301,10.16227723,8.372833198,7.862592537,7.194249812,6.932673267,6.950152318,6.737911649,7.66911348,8.265975627,9.21114851,10.3446291,8.661797407,8.911643568,9.278702208,8.899177458,7.905593308,7.483766945,8.063256664,6.882712871,7.64347144,9.684984011,8.056297027,8.110976388
Gwalior,Madhya Pradesh,23,4,421,1.384015205,1.921335941,1.559819905,1.528443,1.426588551,1.191377642,1.21002325,0.867791636,1.166705538,1.408350369,1.829382219,1.983465696,1.691730081,1.621660699,1.735686976,1.654928957,2.108749306,1.230165331,0.952417242,0.814406023,1.036304756,1.663460898,1.660793075,1.484998339
Hailakandi,Assam,18,19,318,0.274280486,0.554546918,0.625835163,0.656602253,0.507571365,0.36439028,0.139188991,0.347126335,0.503397744,0.480480163,0.58219148,0.641863563,0.476078173,0.502512077,0.505884936,0.43756551,0.408528766,0.457484995,0.099355877,0.297088274,0.311277997,0.572680427,0.461264822,0.386867223
Hamirpur,Himachal Pradesh,2,6,28,0.348117685,0.642711312,0.574946358,0.549791936,0.644250648,0.61037386,0.506713262,0.509577371,0.538242846,0.631947332,0.585050388,0.764798439,0.464907347,0.463423276,0.578759752,0.594206761,0.724946357,0.660695708,0.437748699,0.443761378,0.469349804,0.729509102,0.606453184,0.450815995
Hamirpur,Uttar Pradesh,9,37,168,0.451138638,0.764822681,0.722401828,0.812077086,0.769278498,0.65208705,0.546379364,0.575648805,0.528410706,0.644687258,0.825854883,0.935943203,0.710915802,0.665074958,0.719456949,0.777236739,0.921784952,0.695262013,0.421311201,0.412371031,0.535609401,0.698989083,0.6914199,0.608268037
Hanumangarh,Rajasthan,8,2,100,0.349299703,0.614788347,0.559350732,0.599955559,0.564333031,0.509801152,0.503298497,0.51705683,0.631421118,0.610203554,0.590360034,0.70041464,0.368579068,0.452015968,0.515754717,0.531962113,0.560544006,0.472859941,0.427352653,0.447565059,0.542593681,0.649929009,0.527588596,0.374259217
Haora,West Bengal,19,15,341,3.642858118,3.837789155,3.903258226,3.533666535,2.767049021,2.961918611,2.689153351,1.470509353,1.061047385,3.607987164,3.515327052,5.297948931,3.884469478,4.325594696,3.820718286,3.811582683,3.786896077,3.429187491,2.779291269,3.146999864,2.375826846,5.815900586,3.436771815,3.636420864
Harda,Madhya Pradesh,23,31,448,0.356046359,0.656750104,1.53675309,1.309402592,0.792760619,0.399599736,0.463722444,0.448948562,0.520204312,0.609332098,0.592235497,0.772675786,0.458442559,0.529508334,0.895724355,2.650099165,0.95752016,0.59600454,0.078180895,0.389291475,0.234628114,0.653857458,0.46543999,0.429266981
Hardoi,Uttar Pradesh,9,24,155,0.650825548,1.006718388,0.924604958,0.908475252,0.83747807,0.826355489,0.686053388,0.668283985,0.71696982,0.886637321,0.91506729,1.152530479,0.818797935,0.809907532,1.004482092,0.919138667,1.048350802,0.774423191,0.583911143,0.519284018,0.571687196,0.977221887,0.92348966,0.774588175
Hardwar,Uttarakhand,5,13,68,1.857955976,2.333733373,2.14928599,2.171527571,1.987949756,1.728323092,1.703654818,1.604150266,1.699823442,2.167313525,2.226177179,2.834466049,2.311731352,2.087844755,2.486030955,2.401744576,2.003702262,1.988708875,1.687371082,1.690964453,1.731334681,2.672102356,2.571568797,2.261675353
Hassan,Karnataka,29,20,574,0.745669031,1.074154842,1.069523911,0.999561521,0.723784858,0.891579622,0.655475171,0.401428265,0.864785958,0.865256542,1.01624633,1.136945939,0.752715264,0.761486056,0.94981837,0.867490215,0.880106713,0.939344422,0.786351516,0.627725965,0.572946122,0.773868639,0.819698507,0.776146648
Mahamaya Nagar,Uttar Pradesh,9,13,144,1.302467505,1.718204963,1.471485658,1.604032655,1.435666558,1.436673112,1.197318725,1.100021484,1.26011709,1.469338275,1.631877753,1.786884735,2.154295842,1.868405844,1.912557738,1.870507035,1.74203459,1.384697604,1.066384143,1.02416586,1.15766355,1.869563861,1.723962831,1.611668278
Haveri,Karnataka,29,10,564,0.603898036,0.89682586,0.921150753,0.924826118,0.754648152,0.791936121,0.417627132,0.511441344,0.480842109,0.700142715,0.921279284,0.991140866,0.649046555,0.716984481,0.830661995,0.753060223,0.83193655,0.848973046,0.533226582,0.559260628,0.42504922,0.772476464,0.693604866,0.678581438
Hazaribagh,Jharkhand,20,15,360,0.943419509,1.282594503,1.359149467,1.379941342,1.158432,0.480362807,0.885498588,0.949968498,0.265538236,1.100536062,1.448808928,1.643588419,1.074140234,1.162801434,1.210402454,1.054701824,1.181974254,1.017630892,0.574688246,0.835800565,0.723965891,1.225171627,1.180162393,1.059092982
Hingoli,Maharashtra,27,16,512,0.503981334,0.923622639,0.906481871,1.062029159,0.879599586,0.087908047,0.602831275,0.486822072,0.500907487,0.586403594,0.769675711,0.821449829,0.630575029,0.766150702,0.873558986,0.883896605,0.83348114,0.700479979,0.009364328,0.487600533,0.12058234,0.672051523,0.528179433,0.494329706
Hisar,Haryana,6,12,80,1.085405007,1.5007815,1.392720103,1.356295223,1.217599357,1.082624309,1.049193101,1.152774905,1.265867491,1.483799233,1.467030831,1.606000268,1.087264748,1.239210924,1.244355729,1.309820887,1.212151131,0.9522144,1.001577703,0.898393333,1.125356442,1.537604704,1.321573249,1.216931028
Hoshangabad,Madhya Pradesh,23,32,449,0.359973198,0.691534768,0.724065325,1.949276647,0.744194916,0.386925161,0.523580243,0.393410302,0.231987453,0.753513975,0.615358878,0.857956587,0.514744499,0.589063706,0.705223396,2.571278534,0.83483109,0.658201337,0.091323005,0.494788972,0.31120225,0.813489529,0.553592907,0.47512208
Hoshiarpur,Punjab,3,4,38,0.762211251,1.045199913,0.964906417,0.895605164,0.975114197,0.83133619,0.829764009,0.835784733,0.920264742,1.077142081,0.914693755,1.167801226,0.868358379,0.832181956,0.885299191,0.980430748,1.150864753,0.764922692,0.765314381,0.756865946,0.768522757,1.253339119,0.99031194,0.848977377
